Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Light;Magnetic_x;Magnetic_y;Magnetic_z;Proximity;Latitude;Longitude;Elevation;Speed
20211011_190015.0;-0.217;0.448;9.698;-0.003;-0.005;0.004;162.9;-38.288;6.563;-60.113;5.0;-32.91696;-60.68430;34.1;1.1
20211011_190015.5;-0.162;0.328;10.148;0.002;-0.001;0.009;162.9;-36.750;7.800;-60.469;5.0;-32.91697;-60.68430;34.5;3.0
20211011_190016.0;-0.040;0.271;9.676;0.003;0.006;0.011;162.9;-34.763;8.400;-60.675;5.0;-32.91697;-60.68430;34.5;3.0
20211011_190016.5;-0.037;0.706;10.239;-0.006;-0.008;-0.001;162.9;-36.600;7.650;-60.938;5.0;-32.91698;-60.68429;34.8;6.0
20211011_190017.0;-0.277;0.369;9.645;-0.003;-0.001;0.000;162.9;-35.119;5.738;-60.975;5.0;-32.91698;-60.68429;34.8;6.0
20211011_190017.5;-0.387;-0.755;9.590;-0.002;-0.011;0.011;146.7;-32.963;5.700;-61.481;5.0;-32.91700;-60.68428;35.0;11.2
20211011_190018.0;-0.346;-0.740;9.746;-0.021;-0.015;0.009;131.5;-35.888;7.631;-61.725;5.0;-32.91700;-60.68428;35.0;11.2
20211011_190018.5;-0.176;0.792;9.693;-0.000;-0.011;0.011;118.9;-38.063;8.456;-60.600;5.0;-32.91703;-60.68426;35.1;11.1
20211011_190019.0;-0.396;0.211;9.973;-0.019;-0.019;-0.004;94.4;-38.625;7.838;-61.519;5.0;-32.91703;-60.68426;35.1;11.1
20211011_190019.5;-0.463;0.441;9.683;0.001;0.006;0.004;83.9;-40.819;9.469;-62.231;5.0;-32.91705;-60.68424;35.2;13.8
20211011_190020.0;0.169;-0.151;9.947;-0.003;0.031;0.012;75.2;-39.713;6.131;-59.775;5.0;-32.91705;-60.68424;35.2;13.8
20211011_190020.5;-0.353;0.007;10.223;-0.004;0.031;0.009;75.2;-38.194;7.838;-61.519;5.0;-32.91709;-60.68421;35.4;17.5
20211011_190021.0;-0.128;0.532;9.858;0.011;0.005;-0.007;96.0;-39.038;7.369;-60.094;5.0;-32.91709;-60.68421;35.4;17.5
20211011_190021.5;0.040;0.311;9.458;-0.004;-0.035;-0.004;96.0;-40.294;10.875;-60.863;5.0;-32.91712;-60.68419;35.4;19.4
20211011_190022.0;-0.107;0.417;10.011;0.055;-0.018;-0.008;107.9;-41.194;7.725;-61.294;5.0;-32.91712;-60.68419;35.4;19.4
20211011_190022.5;-0.336;0.481;10.062;0.032;-0.012;0.008;120.4;-38.981;5.325;-61.650;5.0;-32.91717;-60.68415;34.9;23.0
20211011_190023.0;-0.109;0.048;9.674;-0.001;-0.014;0.006;120.4;-38.925;8.325;-61.200;5.0;-32.91717;-60.68415;34.9;23.0
20211011_190023.5;-0.200;-1.162;9.458;-0.010;-0.033;0.008;135.4;-38.888;7.219;-60.413;5.0;-32.91722;-60.68412;33.8;26.7
20211011_190024.0;0.325;0.287;9.856;0.033;-0.002;0.011;135.4;-38.588;6.731;-60.431;5.0;-32.91722;-60.68412;33.8;26.7
20211011_190024.5;0.001;0.079;10.064;0.027;0.004;0.006;152.3;-39.675;9.131;-61.800;5.0;-32.91727;-60.68408;33.5;27.0
20211011_190025.0;-0.315;-0.604;9.671;-0.003;0.002;0.004;152.3;-38.644;8.325;-61.200;5.0;-32.91727;-60.68408;33.5;27.0
20211011_190025.5;-0.200;-0.932;9.755;-0.029;0.033;-0.004;152.3;-38.775;8.156;-62.438;5.0;-32.91733;-60.68403;33.4;29.0
20211011_190026.0;-0.372;-0.906;10.110;0.025;0.054;-0.018;121.1;-39.000;6.113;-59.794;5.0;-32.91733;-60.68403;33.4;29.0
20211011_190026.5;-0.236;-0.946;10.182;-0.050;0.005;-0.023;121.1;-38.194;7.838;-59.663;5.0;-32.91739;-60.68398;33.4;28.7
20211011_190027.0;-0.135;-0.896;9.884;0.017;-0.013;-0.011;121.1;-38.719;6.113;-60.581;5.0;-32.91739;-60.68398;33.4;28.7
20211011_190027.5;0.023;-0.491;8.826;-0.058;-0.011;-0.012;121.1;-36.863;6.863;-59.850;5.0;-32.91745;-60.68394;33.6;28.1
20211011_190028.0;-0.521;-0.750;9.703;0.005;0.025;-0.002;134.7;-38.344;8.156;-61.369;5.0;-32.91745;-60.68394;33.6;28.1
20211011_190028.5;-0.557;-0.669;10.122;-0.022;-0.013;-0.011;150.2;-37.425;6.394;-60.769;5.0;-32.91752;-60.68389;33.2;28.7
20211011_190029.0;0.016;-0.956;9.573;0.030;0.026;-0.002;150.2;-37.331;8.138;-59.363;5.0;-32.91752;-60.68389;33.2;28.7
20211011_190029.5;-0.468;-0.851;9.231;0.033;0.007;0.014;150.2;-37.294;6.863;-60.600;5.0;-32.91757;-60.68384;32.1;28.7
20211011_190030.0;-0.681;-0.999;9.307;0.017;0.019;0.026;150.2;-37.613;8.138;-59.831;5.0;-32.91757;-60.68384;32.1;28.7
20211011_190030.5;-0.619;0.103;9.856;-0.003;-0.024;0.026;136.5;-38.063;8.456;-61.369;5.0;-32.91763;-60.68380;32.8;27.8
20211011_190031.0;-0.521;-0.141;9.870;0.008;0.006;0.023;136.5;-38.925;8.325;-60.413;5.0;-32.91763;-60.68380;32.8;27.8
20211011_190031.5;-0.554;-0.254;9.506;0.002;-0.029;0.020;136.5;-39.750;7.706;-58.538;5.0;-32.91769;-60.68374;32.7;29.7
20211011_190032.0;-0.229;0.048;9.980;-0.015;-0.008;-0.005;152.2;-39.469;7.388;-59.775;5.0;-32.91769;-60.68374;32.7;29.7
20211011_190032.5;0.514;0.170;9.714;0.009;0.003;-0.046;152.2;-39.450;6.900;-61.331;5.0;-32.91776;-60.68369;32.9;31.8
20211011_190033.0;-0.150;-0.108;9.904;0.004;-0.061;-0.043;152.2;-39.356;8.644;-61.181;5.0;-32.91776;-60.68369;32.9;31.8
20211011_190033.5;-0.281;-0.467;10.524;0.031;0.088;-0.012;152.2;-36.713;6.694;-60.000;5.0;-32.91782;-60.68363;32.7;34.1
20211011_190034.0;0.054;-0.599;9.487;0.019;0.036;-0.008;152.2;-38.025;7.350;-59.813;5.0;-32.91782;-60.68363;32.7;34.1
20211011_190034.5;-0.226;-0.238;10.177;-0.000;-0.024;-0.011;152.2;-38.906;7.838;-59.175;5.0;-32.91789;-60.68356;33.4;35.4
20211011_190035.0;-0.566;-0.101;9.738;-0.016;-0.023;-0.011;152.2;-38.175;7.200;-59.963;5.0;-32.91789;-60.68356;33.4;35.4
20211011_190035.5;-0.399;-0.649;9.688;-0.014;-0.027;-0.002;152.2;-38.925;8.325;-61.200;5.0;-32.91797;-60.68350;34.2;36.8
20211011_190036.0;-0.109;-0.604;9.365;0.007;-0.010;-0.007;152.2;-38.175;7.200;-60.750;5.0;-32.91797;-60.68350;34.2;36.8
20211011_190036.5;-0.051;-0.891;9.791;0.040;-0.019;0.008;169.3;-39.075;8.475;-59.325;5.0;-32.91806;-60.68344;34.2;38.3
20211011_190037.0;-0.245;-0.635;10.797;0.018;0.014;0.014;169.3;-38.213;8.625;-59.663;5.0;-32.91806;-60.68344;34.2;38.3
20211011_190037.5;-0.286;-0.817;9.877;0.029;0.004;0.005;169.3;-36.881;7.650;-60.150;5.0;-32.91813;-60.68338;33.4;38.0
20211011_190038.0;-0.880;-0.839;10.086;-0.001;-0.005;0.004;169.3;-37.313;7.350;-60.600;5.0;-32.91813;-60.68338;33.4;38.0
20211011_190038.5;-0.633;-1.152;9.360;-0.038;0.005;-0.003;169.3;-37.294;6.863;-60.150;5.0;-32.91821;-60.68331;34.0;37.3
20211011_190039.0;-0.111;-0.786;9.755;0.027;-0.018;0.001;169.3;-38.175;7.200;-59.663;5.0;-32.91821;-60.68331;34.0;37.3
20211011_190039.5;-0.219;-0.654;9.592;0.017;-0.043;0.003;169.3;-37.575;6.881;-59.363;5.0;-32.91829;-60.68325;33.4;37.4
20211011_190040.0;-0.145;-0.846;9.662;-0.049;0.037;0.005;153.2;-39.019;6.581;-60.563;5.0;-32.91829;-60.68325;33.4;37.4
20211011_190040.5;-0.157;-0.918;9.923;0.012;0.061;0.011;153.2;-38.325;7.369;-59.813;5.0;-32.91837;-60.68319;33.5;37.0
20211011_190041.0;-0.605;-1.076;10.599;-0.004;-0.010;0.015;153.2;-38.738;6.900;-59.794;5.0;-32.91837;-60.68319;33.5;37.0
20211011_190041.5;-0.226;-0.913;10.201;-0.000;-0.034;0.001;153.2;-37.950;9.413;-61.538;5.0;-32.91845;-60.68312;33.6;36.1
20211011_190042.0;-0.751;-0.819;9.650;0.060;-0.010;0.003;153.2;-40.050;7.856;-59.156;5.0;-32.91845;-60.68312;33.6;36.1
20211011_190042.5;-0.020;-0.994;9.918;-0.026;0.078;-0.007;153.2;-38.138;6.413;-60.431;5.0;-32.91852;-60.68306;34.3;35.6
20211011_190043.0;0.008;-1.013;9.748;0.004;-0.025;-0.024;153.2;-38.738;6.900;-61.350;5.0;-32.91852;-60.68306;34.3;35.6
20211011_190043.5;0.004;-1.226;9.731;0.021;0.004;-0.010;138.8;-37.631;8.456;-61.388;5.0;-32.91860;-60.68300;34.1;34.6
20211011_190044.0;0.159;-1.207;8.862;-0.002;0.011;-0.025;138.8;-37.931;8.625;-63.863;5.0;-32.91860;-60.68300;34.1;34.6
20211011_190044.5;0.375;-1.234;10.297;-0.020;0.004;-0.068;124.6;-38.063;8.156;-62.456;5.0;-32.91867;-60.68294;34.6;32.8
20211011_190045.0;0.531;-0.848;8.684;-0.035;0.036;-0.061;124.6;-37.238;4.969;-60.600;5.0;-32.91867;-60.68294;34.6;32.8
20211011_190045.5;-1.189;-0.956;9.758;-0.008;-0.080;-0.038;124.6;-37.294;6.863;-60.150;5.0;-32.91873;-60.68289;34.7;31.2
20211011_190046.0;-1.434;-0.874;10.340;-0.012;-0.009;0.017;124.6;-36.131;6.056;-60.638;5.0;-32.91873;-60.68289;34.7;31.2
20211011_190046.5;-0.919;-1.636;10.158;0.010;0.069;0.030;138.4;-36.713;6.694;-60.000;5.0;-32.91880;-60.68285;34.4;30.0
20211011_190047.0;-1.072;-0.949;8.227;0.038;0.012;0.005;138.4;-37.275;6.075;-60.919;5.0;-32.91880;-60.68285;34.4;30.0
20211011_190047.5;0.066;-0.915;9.602;0.134;-0.053;0.020;138.4;-36.281;6.375;-61.556;5.0;-32.91887;-60.68281;33.2;28.9
20211011_190048.0;-0.248;-1.274;9.475;-0.048;-0.013;0.023;138.4;-36.863;6.863;-60.619;5.0;-32.91887;-60.68281;33.2;28.9
20211011_190048.5;-0.549;-1.114;9.837;-0.037;-0.025;0.018;138.4;-36.019;7.163;-60.488;5.0;-32.91893;-60.68277;33.3;27.5
20211011_190049.0;-0.564;-0.767;9.743;0.003;0.005;0.028;138.4;-36.600;7.331;-60.619;5.0;-32.91898;-60.68273;33.7;26.0
20211011_190049.5;-0.638;-0.800;9.736;-0.041;-0.021;0.020;138.4;-37.894;7.838;-59.663;5.0;-32.91898;-60.68273;33.7;26.0
20211011_190050.0;-0.526;-2.134;9.255;-0.014;-0.013;0.023;138.4;-37.575;6.094;-63.244;5.0;-32.91904;-60.68269;33.7;24.6
20211011_190050.5;0.004;-2.201;9.284;0.010;0.033;-0.000;106.3;-37.875;6.731;-63.394;5.0;-32.91904;-60.68269;33.7;24.6
20211011_190051.0;-0.772;-2.489;9.925;0.002;0.014;0.017;94.4;-38.625;7.838;-61.519;5.0;-32.91908;-60.68265;33.4;19.5
20211011_190051.5;-0.518;-2.920;9.822;0.008;-0.016;0.029;94.4;-38.906;7.538;-64.144;5.0;-32.91908;-60.68265;33.4;19.5
20211011_190052.0;-0.406;-1.890;9.509;0.017;-0.016;0.022;107.7;-38.738;6.581;-62.119;5.0;-32.91911;-60.68263;34.2;12.5
20211011_190053.0;-0.372;-2.379;9.535;-0.002;0.011;0.016;120.8;-38.588;6.731;-61.200;5.0;-32.91911;-60.68263;34.2;12.5
20211011_190053.5;-0.133;-1.814;9.583;-0.005;-0.008;0.012;134.7;-38.025;6.881;-61.688;5.0;-32.91913;-60.68261;33.3;7.3
20211011_190054.0;-0.135;-1.397;9.382;0.001;0.011;0.004;150.2;-37.575;6.563;-60.600;5.0;-32.91913;-60.68261;33.3;7.3
20211011_190054.5;-0.260;-1.454;9.458;0.003;0.011;0.002;150.2;-36.019;7.481;-59.700;5.0;-32.91914;-60.68260;33.9;3.3
20211011_190055.0;-0.312;-1.589;9.521;-0.006;0.003;0.003;150.2;-35.475;8.100;-60.188;5.0;-32.91914;-60.68260;33.9;3.3
20211011_190055.5;-0.332;-1.366;9.612;0.000;-0.002;0.001;150.2;-35.981;5.906;-60.788;5.0;-32.91915;-60.68260;33.8;1.0
20211011_190056.0;-0.322;-0.678;9.741;0.005;0.001;0.001;150.2;-37.613;7.350;-61.688;5.0;-32.91915;-60.68260;33.8;1.0
20211011_190056.5;-0.279;-0.716;9.872;0.002;-0.000;-0.001;150.2;-35.588;7.163;-60.038;5.0;-32.91915;-60.68260;33.9;0.0
20211011_190057.0;-0.305;-0.750;9.851;0.001;0.000;-0.000;150.2;-36.881;7.331;-60.150;5.0;-32.91915;-60.68260;33.9;0.0
20211011_190057.5;-0.279;-0.740;9.791;0.002;-0.002;-0.001;150.2;-37.256;5.756;-59.363;5.0;-32.91914;-60.68260;33.8;0.0
20211011_190058.0;-0.332;-0.743;9.810;-0.000;-0.001;-0.002;150.2;-35.831;6.056;-59.400;5.0;-32.91914;-60.68260;33.8;0.0
20211011_190058.5;-0.281;-0.764;9.829;0.001;0.001;0.001;150.2;-36.900;8.119;-59.063;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190059.0;-0.279;-0.728;9.822;-0.000;-0.001;0.000;150.2;-36.656;4.800;-60.469;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190059.5;-0.312;-0.719;9.851;0.001;-0.001;-0.000;150.2;-36.731;7.500;-58.444;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190100.0;-0.289;-0.676;9.621;0.000;0.002;0.000;150.2;-36.169;7.331;-60.169;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190100.5;-0.269;-0.716;9.810;0.001;0.002;-0.001;150.2;-36.338;8.269;-60.488;5.0;-32.91914;-60.68260;33.5;0.5
20211011_190101.0;-0.324;-0.752;9.841;-0.000;-0.001;-0.002;167.0;-36.075;4.631;-54.413;5.0;-32.91914;-60.68260;33.5;0.5
20211011_190101.5;-0.260;-0.654;9.657;-0.001;0.000;-0.001;167.0;-36.956;4.819;-59.681;5.0;-32.91914;-60.68260;33.5;0.6
20211011_190102.0;-0.284;-0.731;9.932;0.001;0.003;0.000;167.0;-38.025;7.350;-59.044;5.0;-32.91914;-60.68260;33.5;0.6
20211011_190102.5;-0.298;-0.649;9.657;-0.001;0.002;-0.001;167.0;-36.188;8.119;-60.956;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190103.0;-0.255;-0.697;9.693;0.001;0.001;0.000;167.0;-35.269;6.356;-61.594;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190103.5;-0.329;-0.738;9.849;-0.001;0.000;0.001;167.0;-36.169;7.331;-60.638;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190104.0;-0.312;-0.678;9.703;-0.001;0.002;0.001;167.0;-37.406;5.606;-61.219;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190104.5;-0.267;-0.673;9.614;0.001;0.000;0.001;167.0;-36.769;8.606;-60.000;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190105.0;-0.245;-0.673;9.631;-0.000;0.001;0.000;167.0;-37.294;6.863;-60.150;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190105.5;-0.274;-0.676;9.621;-0.000;-0.001;0.000;167.0;-36.000;6.694;-59.700;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190106.0;-0.267;-0.671;9.659;-0.000;0.001;0.000;167.0;-36.300;7.163;-59.700;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190106.5;-0.277;-0.666;9.631;-0.000;-0.001;-0.001;167.0;-36.581;6.863;-60.938;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190107.0;-0.279;-0.762;9.825;-0.000;-0.005;-0.004;167.0;-36.600;7.331;-60.169;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190107.5;-0.284;-0.685;9.841;-0.000;-0.001;-0.001;167.0;-37.425;6.394;-59.213;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190108.0;-0.291;-0.740;9.872;-0.003;0.003;0.001;151.5;-36.619;8.119;-59.081;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190108.5;-0.351;-0.103;9.839;0.009;0.008;0.003;151.5;-37.013;7.181;-60.769;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190109.0;-0.241;-0.477;9.578;0.002;-0.002;0.001;151.5;-36.769;8.288;-60.788;5.0;-32.91914;-60.68260;33.5;0.0
20211011_190109.5;-0.286;-0.614;9.547;-0.000;-0.000;0.001;151.5;-38.269;6.094;-59.025;5.0;-32.91914;-60.68260;33.6;0.9
20211011_190110.0;-0.298;-0.053;9.693;0.012;0.002;-0.001;151.5;-38.213;8.306;-60.750;5.0;-32.91914;-60.68260;33.6;0.9
20211011_190110.5;-0.217;0.527;9.592;0.006;0.001;0.001;151.5;-39.356;8.644;-60.713;5.0;-32.91914;-60.68260;33.5;1.5
20211011_190111.0;-0.427;0.723;10.021;0.006;-0.000;0.003;151.5;-38.025;6.881;-60.600;5.0;-32.91914;-60.68260;33.5;1.5
20211011_190111.5;-0.435;0.268;9.530;-0.008;0.011;-0.005;151.5;-39.019;6.900;-61.350;5.0;-32.91915;-60.68259;33.6;5.7
20211011_190112.0;-0.221;0.622;9.762;-0.016;0.002;-0.002;151.5;-38.025;7.350;-60.600;5.0;-32.91915;-60.68259;33.6;5.7
20211011_190112.5;-0.262;0.594;9.710;-0.002;0.015;-0.006;151.5;-38.138;6.413;-60.750;5.0;-32.91917;-60.68258;33.8;9.8
20211011_190113.0;-0.995;0.397;10.081;-0.015;0.033;0.010;151.5;-38.306;6.881;-59.025;5.0;-32.91917;-60.68258;33.8;9.8
20211011_190113.5;-0.511;-0.793;9.444;0.007;-0.007;0.002;151.5;-38.044;7.669;-59.344;5.0;-32.91919;-60.68256;33.7;13.9
20211011_190114.0;-0.322;0.910;10.608;0.100;-0.023;0.012;151.5;-35.831;5.738;-61.425;5.0;-32.91919;-60.68256;33.7;13.9
20211011_190114.5;-0.241;0.239;10.699;0.035;-0.071;-0.002;151.5;-36.713;6.713;-60.769;5.0;-32.91922;-60.68253;33.7;14.2
20211011_190115.0;-0.083;0.354;9.968;-0.055;-0.012;-0.004;151.5;-37.313;7.669;-58.594;5.0;-32.91922;-60.68253;33.7;14.2
20211011_190115.5;0.272;0.211;9.224;0.089;0.029;0.014;151.5;-36.863;6.863;-60.150;5.0;-32.91925;-60.68251;33.7;17.6
20211011_190116.0;0.610;0.098;9.137;-0.100;0.021;0.020;151.5;-37.875;7.200;-59.663;5.0;-32.91925;-60.68251;33.7;17.6
20211011_190116.5;-1.110;-0.214;10.165;0.058;-0.101;0.012;151.5;-36.281;6.375;-60.469;5.0;-32.91928;-60.68247;34.1;19.8
20211011_190117.0;-0.435;-0.093;9.288;-0.038;-0.080;0.010;151.5;-39.038;7.369;-61.650;5.0;-32.91928;-60.68247;34.1;19.8
20211011_190117.5;-0.121;-0.441;9.973;0.014;-0.012;0.017;151.5;-38.156;6.731;-60.750;5.0;-32.91932;-60.68243;34.0;21.2
20211011_190118.0;-0.425;-0.045;9.935;-0.022;0.035;0.023;136.9;-38.906;7.538;-60.413;5.0;-32.91932;-60.68243;34.0;21.2
20211011_190118.5;-1.122;-0.527;11.229;-0.087;0.170;-0.006;136.9;-38.644;8.625;-62.606;5.0;-32.91936;-60.68238;34.2;23.4
20211011_190119.0;-0.876;0.165;10.845;-0.119;0.023;-0.036;136.9;-38.625;8.306;-60.731;5.0;-32.91936;-60.68238;34.2;23.4
20211011_190119.5;-0.358;0.776;10.113;-0.004;0.042;-0.054;124.4;-39.431;6.113;-61.650;5.0;-32.91942;-60.68233;35.0;26.8
20211011_190120.0;-0.310;0.196;10.105;0.025;0.058;-0.034;111.9;-40.744;6.769;-61.463;5.0;-32.91942;-60.68233;35.0;26.8
20211011_190120.5;-0.006;-0.714;10.009;0.028;-0.057;-0.025;99.0;-40.313;6.769;-61.463;5.0;-32.91948;-60.68228;35.6;30.0
20211011_190121.0;-0.255;0.436;9.221;-0.010;0.040;-0.001;99.0;-39.600;6.750;-60.713;5.0;-32.91948;-60.68228;35.6;30.0
20211011_190121.5;-0.724;-0.477;9.324;0.008;-0.058;-0.021;99.0;-38.738;6.900;-61.669;5.0;-32.91954;-60.68223;35.8;30.3
20211011_190122.0;-0.425;-0.719;8.337;0.015;0.015;-0.008;99.0;-38.344;8.156;-61.669;5.0;-32.91954;-60.68223;35.8;30.3
20211011_190122.5;-1.031;-0.683;9.099;0.040;0.034;0.004;99.0;-38.888;7.538;-59.644;5.0;-32.91961;-60.68217;36.0;31.6
20211011_190123.0;-1.362;-0.841;10.373;-0.002;-0.004;0.007;99.0;-37.650;8.925;-60.600;5.0;-32.91961;-60.68217;36.0;31.6
20211011_190123.5;-1.086;-0.254;9.200;-0.017;-0.001;0.004;99.0;-36.038;7.800;-59.700;5.0;-32.91967;-60.68213;37.2;30.5
20211011_190124.0;-0.190;-0.511;10.579;0.045;-0.003;0.007;99.0;-36.806;4.969;-60.150;5.0;-32.91967;-60.68213;37.2;30.5
20211011_190124.5;-0.080;-0.026;9.985;-0.015;-0.007;0.002;99.0;-38.794;4.369;-60.413;5.0;-32.91974;-60.68208;37.1;31.8
20211011_190125.0;-0.478;0.158;9.444;-0.004;-0.016;0.015;111.9;-40.219;8.494;-60.075;5.0;-32.91974;-60.68208;37.1;31.8
20211011_190125.5;-0.478;0.168;9.295;0.001;-0.011;0.013;111.9;-39.450;6.900;-59.325;5.0;-32.91981;-60.68202;37.3;34.6
20211011_190126.0;-0.461;-0.144;10.247;-0.003;-0.008;0.011;111.9;-37.650;8.925;-58.594;5.0;-32.91981;-60.68202;37.3;34.6
20211011_190126.5;-0.140;-0.465;9.312;0.004;-0.023;-0.001;111.9;-38.306;7.369;-58.256;5.0;-32.91989;-60.68197;36.8;37.2
20211011_190127.0;-0.090;-0.539;9.403;-0.031;0.029;0.004;126.3;-37.575;6.563;-60.919;5.0;-32.91989;-60.68197;36.8;37.2
20211011_190127.5;-0.269;-0.484;10.761;0.050;0.050;0.009;141.0;-37.463;7.819;-60.450;5.0;-32.91997;-60.68190;36.1;38.3
20211011_190128.0;-0.300;-0.252;8.999;-0.005;-0.003;-0.002;141.0;-37.050;8.288;-60.469;5.0;-32.91997;-60.68190;36.1;38.3
20211011_190128.5;0.306;-0.716;9.465;-0.035;0.034;0.004;157.5;-36.563;6.075;-60.150;5.0;-32.92005;-60.68183;36.0;39.0
20211011_190129.0;-0.815;-0.980;9.705;0.002;0.000;0.003;157.5;-38.269;5.775;-59.813;5.0;-32.92005;-60.68183;36.0;39.0
20211011_190129.5;-0.315;-0.819;9.571;-0.009;-0.006;-0.014;157.5;-39.506;8.963;-60.863;5.0;-32.92013;-60.68177;36.2;39.0
20211011_190130.0;-0.365;-0.937;9.813;0.021;-0.021;-0.008;157.5;-37.594;6.881;-60.919;5.0;-32.92013;-60.68177;36.2;39.0
20211011_190130.5;-0.142;-0.788;9.207;-0.025;-0.020;-0.011;157.5;-38.944;9.113;-59.963;5.0;-32.92021;-60.68170;36.2;38.1
20211011_190131.0;-0.396;-0.163;9.695;0.030;0.015;0.001;143.1;-38.156;6.413;-61.838;5.0;-32.92021;-60.68170;36.2;38.1
20211011_190131.5;-0.262;-0.614;9.849;0.012;0.004;-0.005;143.1;-37.481;7.819;-61.856;5.0;-32.92028;-60.68164;36.5;37.3
20211011_190132.0;-0.011;-0.774;9.576;-0.014;-0.015;-0.012;128.8;-36.994;6.394;-60.769;5.0;-32.92028;-60.68164;36.5;37.3
20211011_190132.5;-0.111;-0.714;9.894;-0.021;0.029;-0.001;116.6;-37.313;7.669;-59.831;5.0;-32.92036;-60.68157;36.8;37.7
20211011_190133.0;-0.212;-0.657;9.724;-0.013;0.003;0.001;116.6;-35.456;7.631;-59.869;5.0;-32.92036;-60.68157;36.8;37.7
20211011_190133.5;0.363;-1.186;11.003;-0.017;0.084;0.001;116.6;-36.581;6.544;-61.706;5.0;-32.92043;-60.68152;36.0;36.6
20211011_190134.0;-0.662;-0.925;9.504;-0.014;-0.038;-0.006;116.6;-36.581;6.863;-59.850;5.0;-32.92043;-60.68152;36.0;36.6
20211011_190134.5;-0.588;-0.798;9.872;0.092;-0.065;-0.009;116.6;-36.731;7.500;-59.700;5.0;-32.92051;-60.68146;37.3;36.0
20211011_190135.0;0.018;-0.724;8.802;0.035;0.028;0.007;116.6;-38.063;8.156;-60.131;5.0;-32.92051;-60.68146;37.3;36.0
20211011_190135.5;-0.231;-0.671;9.987;-0.030;-0.015;0.003;116.6;-38.006;6.563;-60.131;5.0;-32.92059;-60.68139;37.4;35.8
20211011_190136.0;-0.516;-0.201;9.446;-0.011;0.012;-0.017;130.5;-37.894;7.200;-61.838;5.0;-32.92059;-60.68139;37.4;35.8
20211011_190136.5;-0.674;-0.621;9.875;0.038;-0.006;-0.003;145.3;-38.738;6.900;-61.669;5.0;-32.92066;-60.68133;37.5;35.5
20211011_190137.0;0.083;-0.305;7.875;-0.051;-0.048;-0.016;145.3;-38.719;6.581;-60.113;5.0;-32.92066;-60.68133;37.5;35.5
20211011_190137.5;0.054;-0.798;9.312;0.015;-0.012;-0.001;145.3;-37.894;7.838;-59.981;5.0;-32.92073;-60.68128;36.8;34.7
20211011_190138.0;-0.162;-0.889;9.547;0.001;0.048;0.007;145.3;-38.025;7.350;-60.900;5.0;-32.92073;-60.68128;36.8;34.7
20211011_190138.5;-0.327;-0.855;9.252;-0.012;-0.009;-0.007;145.3;-36.994;6.713;-59.213;5.0;-32.92080;-60.68122;35.7;34.7
20211011_190139.0;-0.403;-1.179;10.225;-0.006;0.017;-0.001;145.3;-37.313;7.669;-58.594;5.0;-32.92080;-60.68122;35.7;34.7
20211011_190139.5;-0.411;-1.658;10.297;0.005;-0.044;-0.004;132.0;-36.731;7.500;-59.700;5.0;-32.92087;-60.68116;36.6;34.3
20211011_190140.0;-0.296;-1.648;9.592;-0.028;-0.015;-0.006;132.0;-38.269;5.775;-59.344;5.0;-32.92087;-60.68116;36.6;34.3
20211011_190140.5;-0.083;-1.598;10.110;0.053;0.002;0.007;132.0;-37.444;6.713;-60.769;5.0;-32.92093;-60.68109;36.2;32.5
20211011_190141.0;-0.315;-1.123;8.658;-0.000;-0.024;0.018;147.3;-38.625;7.838;-59.963;5.0;-32.92093;-60.68109;36.2;32.5
20211011_190141.5;-0.162;-0.839;10.445;-0.015;0.040;-0.010;147.3;-39.488;8.175;-59.006;5.0;-32.92100;-60.68103;36.2;29.4
20211011_190142.0;-0.059;-0.671;9.281;0.024;0.017;-0.001;147.3;-38.606;7.519;-59.963;5.0;-32.92100;-60.68103;36.2;29.4
20211011_190142.5;-0.310;-1.009;9.968;0.003;0.017;-0.019;132.4;-38.869;6.731;-60.731;5.0;-32.92106;-60.68100;34.9;28.1
20211011_190143.0;-0.585;-0.992;9.207;0.015;-0.061;-0.015;132.4;-39.319;7.538;-59.944;5.0;-32.92106;-60.68100;34.9;28.1
20211011_190143.5;-0.482;-1.013;9.748;-0.001;-0.026;0.004;132.4;-37.294;6.863;-59.363;5.0;-32.92111;-60.68096;34.4;26.9
