Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Light;Magnetic_x;Magnetic_y;Magnetic_z;Proximity;Latitude;Longitude;Elevation;Speed
20211011_175848.5;-0.111;-1.682;10.393;-0.000;0.040;0.023;540.3;-48.806;17.325;-59.588;5.0;-32.95858;-60.63379;49.6;43.5
20211011_175849.0;-0.111;-1.035;9.734;-0.003;-0.023;0.009;491.2;-48.225;17.006;-60.225;5.0;-32.95861;-60.63367;49.6;43.2
20211011_175849.5;-0.212;-1.267;9.803;0.003;0.005;0.009;491.2;-47.831;18.581;-58.219;5.0;-32.95861;-60.63367;49.6;43.2
20211011_175850.0;-0.545;-1.128;10.014;-0.012;0.004;0.006;491.2;-48.469;15.431;-59.738;5.0;-32.95862;-60.63356;49.9;41.4
20211011_175850.5;-0.614;-0.942;9.267;-0.006;0.022;0.002;491.2;-50.794;16.725;-58.913;5.0;-32.95862;-60.63356;49.9;41.4
20211011_175851.0;-0.289;-1.291;10.033;0.014;-0.015;-0.005;444.4;-48.244;17.475;-59.756;5.0;-32.95864;-60.63344;49.6;40.3
20211011_175851.5;-0.102;-1.253;9.693;0.003;0.003;0.002;444.4;-48.788;16.856;-59.588;5.0;-32.95864;-60.63344;49.6;40.3
20211011_175852.0;-0.382;-1.250;9.475;-0.000;-0.008;0.004;444.4;-48.244;17.475;-60.225;5.0;-32.95867;-60.63331;49.0;39.3
20211011_175852.5;-0.798;-1.241;9.705;0.014;-0.023;0.001;444.4;-49.481;16.088;-61.125;5.0;-32.95867;-60.63331;49.0;39.3
20211011_175853.0;-0.145;-1.025;9.190;-0.012;0.027;0.002;444.4;-47.794;17.475;-58.200;5.0;-32.95869;-60.63320;49.1;37.9
20211011_175853.5;-0.777;-1.102;9.264;-0.010;-0.006;0.002;444.4;-50.194;16.088;-54.113;5.0;-32.95869;-60.63320;49.1;37.9
20211011_175854.0;-0.109;-2.020;9.604;-0.001;0.008;0.004;444.4;-47.531;17.794;-59.775;5.0;-32.95871;-60.63307;49.0;37.3
20211011_175855.0;-0.578;-2.146;10.215;-0.017;-0.007;0.013;444.4;-46.763;16.669;-58.238;5.0;-32.95871;-60.63307;49.0;37.3
20211011_175855.5;-0.492;-1.816;9.284;-0.007;0.007;0.007;395.2;-50.513;16.894;-59.850;5.0;-32.95872;-60.63298;47.6;32.8
20211011_175856.0;-0.305;-2.230;9.607;0.006;0.002;0.001;395.2;-49.800;16.875;-58.313;5.0;-32.95872;-60.63298;47.6;32.8
20211011_175856.5;-0.327;-2.607;9.609;0.010;-0.002;-0.011;395.2;-49.106;17.963;-58.800;5.0;-32.95873;-60.63289;48.7;28.7
20211011_175857.0;-0.281;-2.777;9.590;0.010;0.002;-0.002;395.2;-48.225;17.006;-59.756;5.0;-32.95873;-60.63289;48.7;28.7
20211011_175857.5;-0.396;-2.513;9.616;0.001;0.000;0.001;395.2;-49.688;17.813;-59.719;5.0;-32.95876;-60.63283;47.0;21.8
20211011_175858.0;-0.437;-2.108;9.616;0.001;0.006;-0.004;442.7;-47.794;17.475;-58.988;5.0;-32.95876;-60.63283;47.0;21.8
20211011_175858.5;-0.176;-2.336;9.384;-0.000;-0.006;-0.008;442.7;-48.225;17.006;-58.969;5.0;-32.95876;-60.63280;45.7;15.5
20211011_175859.0;-0.372;-2.846;9.583;0.005;0.014;0.003;442.7;-49.500;16.556;-58.781;5.0;-32.95876;-60.63280;45.7;15.5
20211011_175859.5;-0.456;-2.810;9.537;0.006;-0.010;0.005;442.7;-49.706;18.300;-60.488;5.0;-32.95875;-60.63275;45.7;9.7
20211011_175900.0;-0.478;-1.861;9.652;-0.005;-0.001;-0.001;492.2;-47.363;17.306;-59.625;5.0;-32.95875;-60.63275;45.7;9.7
20211011_175900.5;-0.466;-1.371;9.817;0.007;0.013;0.005;492.2;-49.388;17.494;-58.631;5.0;-32.95875;-60.63277;44.8;2.3
20211011_175901.0;-0.370;-1.013;9.552;0.003;0.003;0.002;492.2;-48.956;17.494;-58.950;5.0;-32.95875;-60.63277;44.8;2.3
20211011_175901.5;-0.308;-1.018;9.626;-0.000;-0.001;-0.001;492.2;-49.406;18.281;-59.719;5.0;-32.95875;-60.63276;44.9;0.0
20211011_175902.0;-0.399;-0.925;9.825;0.006;-0.003;0.000;492.2;-50.981;18.000;-61.088;5.0;-32.95875;-60.63276;44.9;0.0
20211011_175902.5;-0.262;-0.805;9.614;-0.002;-0.003;-0.001;492.2;-50.794;16.744;-60.150;5.0;-32.95874;-60.63275;44.6;1.2
20211011_175903.0;-0.329;-0.736;9.628;-0.001;-0.001;-0.001;492.2;-49.688;17.813;-59.400;5.0;-32.95874;-60.63275;44.6;1.2
20211011_175903.5;-0.363;-0.757;9.820;-0.001;-0.000;-0.001;492.2;-50.269;18.469;-59.869;5.0;-32.95875;-60.63276;44.0;1.0
20211011_175904.0;-0.339;-0.704;9.585;-0.000;0.001;0.001;492.2;-49.519;17.344;-59.869;5.0;-32.95875;-60.63276;44.0;1.0
20211011_175904.5;-0.322;-0.724;9.590;-0.001;0.001;0.001;492.2;-48.150;19.219;-61.463;5.0;-32.95876;-60.63276;44.9;1.2
20211011_175905.0;-0.394;-0.772;9.894;0.001;0.002;0.001;492.2;-49.388;17.494;-59.719;5.0;-32.95876;-60.63276;44.9;1.2
20211011_175905.5;-0.391;-0.714;9.707;-0.001;-0.002;-0.001;492.2;-49.725;19.088;-60.188;5.0;-32.95876;-60.63277;44.1;1.4
20211011_175906.0;-0.351;-0.800;9.808;0.001;0.002;0.001;492.2;-48.394;17.963;-59.906;5.0;-32.95876;-60.63277;44.1;1.4
20211011_175906.5;-0.308;-0.738;9.604;0.000;-0.001;-0.002;492.2;-48.788;16.856;-59.119;5.0;-32.95875;-60.63276;44.8;0.9
20211011_175907.0;-0.312;-0.779;9.765;0.001;-0.002;-0.002;492.2;-49.106;17.663;-61.125;5.0;-32.95875;-60.63276;44.8;0.9
20211011_175907.5;-0.363;-0.693;9.731;0.000;-0.001;-0.000;492.2;-49.069;16.556;-59.888;5.0;-32.95875;-60.63276;43.8;1.2
20211011_175908.0;-0.341;-0.764;9.872;-0.001;0.002;0.001;492.2;-48.956;17.494;-59.419;5.0;-32.95875;-60.63276;43.8;1.2
20211011_175908.5;-0.351;-0.707;9.679;-0.001;0.000;-0.002;442.2;-49.519;17.663;-58.013;5.0;-32.95875;-60.63276;45.9;0.0
20211011_175909.0;-0.329;-0.795;9.686;0.001;0.003;0.001;442.2;-48.938;17.025;-60.206;5.0;-32.95875;-60.63276;45.9;0.0
20211011_175909.5;-0.375;-0.750;9.640;0.001;-0.000;0.001;442.2;-49.050;16.069;-58.013;5.0;-32.95875;-60.63276;45.0;0.0
20211011_175910.0;-0.358;-0.762;9.712;-0.001;-0.000;-0.001;442.2;-48.113;17.944;-58.819;5.0;-32.95875;-60.63276;45.0;0.0
20211011_175910.5;-0.408;-0.750;9.688;0.001;-0.000;-0.001;442.2;-50.513;16.894;-60.319;5.0;-32.95875;-60.63276;44.5;0.0
20211011_175911.0;-0.360;-0.745;9.805;-0.001;-0.001;-0.000;493.2;-49.350;16.238;-60.188;5.0;-32.95875;-60.63276;44.5;0.0
20211011_175911.5;-0.370;-0.776;9.882;0.001;0.001;0.002;493.2;-48.975;17.813;-61.294;5.0;-32.95875;-60.63276;44.5;0.0
20211011_175912.0;-0.315;-0.793;9.750;0.001;0.000;-0.000;493.2;-49.650;17.025;-59.719;5.0;-32.95875;-60.63276;44.5;0.0
20211011_175912.5;-0.353;-0.760;9.748;0.000;-0.003;-0.001;493.2;-49.406;17.813;-61.275;5.0;-32.95875;-60.63276;44.4;0.0
20211011_175913.0;-0.324;-0.554;9.616;-0.001;-0.001;-0.002;493.2;-50.081;17.044;-59.700;5.0;-32.95875;-60.63276;44.4;0.0
20211011_175913.5;-0.274;-0.803;9.813;-0.001;-0.003;-0.001;493.2;-50.550;18.000;-60.638;5.0;-32.95875;-60.63277;43.3;0.0
20211011_175914.0;-0.329;-0.815;9.707;0.001;-0.004;-0.002;493.2;-49.650;16.706;-59.719;5.0;-32.95875;-60.63277;43.3;0.0
20211011_175914.5;-0.317;-0.132;10.076;0.019;-0.002;0.002;493.2;-47.306;15.244;-57.600;5.0;-32.95875;-60.63277;42.9;0.0
20211011_175915.0;-0.396;0.692;10.004;0.006;0.002;0.002;493.2;-50.531;17.363;-58.294;5.0;-32.95875;-60.63277;42.9;0.0
20211011_175915.5;-0.219;1.559;9.899;0.003;-0.002;0.004;493.2;-49.669;17.513;-59.400;5.0;-32.95875;-60.63276;43.5;2.1
20211011_175916.0;-0.394;0.414;9.710;-0.015;-0.027;0.007;493.2;-49.350;16.238;-58.950;5.0;-32.95875;-60.63276;43.5;2.1
20211011_175916.5;-0.461;0.919;9.846;0.006;-0.022;0.002;493.2;-48.525;17.794;-60.206;5.0;-32.95875;-60.63275;44.0;8.3
20211011_175917.0;-0.293;0.141;9.753;-0.009;0.018;0.002;441.9;-49.425;19.088;-59.419;5.0;-32.95875;-60.63275;44.0;8.3
20211011_175917.5;-0.198;-0.942;9.820;-0.005;0.009;0.001;441.9;-49.069;16.556;-60.656;5.0;-32.95876;-60.63271;43.4;14.3
20211011_175918.0;-0.444;0.397;9.779;0.027;0.012;-0.004;399.1;-50.250;17.681;-61.406;5.0;-32.95876;-60.63271;43.4;14.3
20211011_175918.5;-0.286;0.304;10.035;0.018;0.035;0.005;399.1;-50.363;16.725;-59.381;5.0;-32.95877;-60.63269;43.9;13.7
20211011_175919.0;-0.169;0.110;10.011;0.010;0.055;0.011;447.0;-47.663;17.625;-59.925;5.0;-32.95877;-60.63269;43.9;13.7
20211011_175919.5;-0.679;0.663;9.413;-0.002;0.012;-0.003;447.0;-48.994;18.600;-61.594;5.0;-32.95877;-60.63265;43.5;16.5
20211011_175920.0;-0.181;0.462;9.884;0.045;0.033;-0.014;447.0;-48.525;17.475;-57.413;5.0;-32.95877;-60.63265;43.5;16.5
20211011_175920.5;0.157;-0.000;10.064;-0.019;0.014;-0.011;447.0;-48.488;16.219;-60.525;5.0;-32.95878;-60.63260;43.4;20.0
20211011_175921.0;-0.253;0.407;9.750;0.009;-0.001;-0.012;447.0;-47.494;16.988;-56.344;5.0;-32.95878;-60.63260;43.4;20.0
20211011_175921.5;-0.236;-1.040;9.906;-0.031;0.011;-0.005;447.0;-49.669;17.513;-60.188;5.0;-32.95878;-60.63252;43.3;24.6
20211011_175922.0;-0.425;-0.779;9.700;-0.005;-0.001;0.009;501.5;-48.094;17.644;-58.350;5.0;-32.95878;-60.63252;43.3;24.6
20211011_175922.5;-0.621;0.235;10.170;-0.036;0.008;0.012;559.8;-48.506;16.688;-59.438;5.0;-32.95880;-60.63245;43.3;26.3
20211011_175923.0;-0.458;-0.093;9.181;-0.048;-0.017;0.004;559.8;-48.956;17.494;-60.506;5.0;-32.95880;-60.63245;43.3;26.3
20211011_175923.5;0.099;-0.192;9.748;0.019;0.023;0.010;559.8;-50.063;16.256;-59.700;5.0;-32.95882;-60.63237;43.2;28.3
20211011_175924.0;-0.104;0.072;9.523;0.013;0.024;-0.001;624.8;-50.175;15.300;-58.313;5.0;-32.95882;-60.63237;43.2;28.3
20211011_175924.5;-0.375;-0.228;9.516;0.001;-0.017;-0.005;624.8;-50.100;17.513;-60.169;5.0;-32.95883;-60.63229;43.3;30.8
20211011_175925.0;-0.102;-0.206;10.189;0.006;0.019;0.020;508.4;-47.681;18.413;-58.838;5.0;-32.95883;-60.63229;43.3;30.8
20211011_175925.5;-0.727;-0.067;10.192;-0.004;0.033;0.016;508.4;-48.750;15.750;-59.588;5.0;-32.95885;-60.63220;43.3;32.9
20211011_175926.0;0.318;-0.623;9.825;-0.003;0.010;0.019;508.4;-49.125;18.750;-59.119;5.0;-32.95885;-60.63220;43.3;32.9
20211011_175926.5;0.212;-0.846;10.069;-0.006;0.007;0.001;508.4;-47.381;17.944;-60.394;5.0;-32.95887;-60.63210;43.3;35.0
20211011_175927.0;-0.142;-0.848;9.377;0.001;-0.021;0.006;508.4;-47.381;17.625;-61.163;5.0;-32.95888;-60.63200;43.3;35.2
20211011_175927.5;-0.181;-0.997;9.767;-0.018;0.016;-0.001;567.4;-46.613;16.031;-59.175;5.0;-32.95888;-60.63200;43.3;35.2
20211011_175928.0;-0.353;-0.259;9.815;0.004;0.006;0.005;567.4;-47.663;17.625;-61.163;5.0;-32.95889;-60.63190;43.7;34.8
20211011_175928.5;-0.217;0.328;10.052;0.012;0.005;-0.007;567.4;-47.681;18.413;-59.138;5.0;-32.95889;-60.63190;43.7;34.8
20211011_175929.0;0.030;-0.369;9.753;0.013;-0.003;-0.001;567.4;-47.700;18.413;-60.394;5.0;-32.95892;-60.63181;44.8;37.1
20211011_175929.5;-0.499;-0.906;9.798;0.002;0.019;-0.005;643.5;-46.350;16.650;-59.475;5.0;-32.95892;-60.63181;44.8;37.1
20211011_175930.0;-0.334;-0.247;9.731;0.024;-0.034;-0.014;643.5;-47.044;15.881;-61.331;5.0;-32.95893;-60.63170;45.4;37.8
20211011_175930.5;-0.751;-0.257;9.011;-0.017;-0.053;-0.004;643.5;-49.069;16.556;-61.913;5.0;-32.95893;-60.63170;45.4;37.8
