Timestamp,Accel_x,Accel_y,Accel_z,Gyro_x,Gyro_y,Gyro_z,Light,Magnetic_x,Magnetic_y,Magnetic_z,Proximity,Latitude,Longitude,Elevation,Speed
20211011_185423,-0.372,-0.319,8.335,-0.002,0.024,-0.019,293.0,-36.919,4.013,-56.100,5.0,-32.89637,-60.69185,43.1,45.9
20211011_185424,0.159,-1.584,9.975,0.018,0.035,0.003,293.0,-34.688,1.294,-58.950,5.0,-32.89637,-60.69185,43.1,45.9
20211011_185424,0.150,-0.599,9.578,-0.039,-0.042,-0.021,293.0,-33.056,4.275,-59.306,5.0,-32.89648,-60.69183,42.1,45.3
20211011_185425,-0.360,-0.762,10.002,0.065,-0.004,-0.023,293.0,-33.113,6.319,-60.863,5.0,-32.89648,-60.69183,42.1,45.3
20211011_185425,-0.705,-0.575,9.748,0.040,-0.024,-0.011,293.0,-31.481,4.556,-59.194,5.0,-32.89659,-60.69179,42.7,45.4
20211011_185426,0.550,-0.884,10.059,0.030,-0.024,-0.012,293.0,-31.838,6.469,-60.731,5.0,-32.89659,-60.69179,42.7,45.4
20211011_185426,-0.760,-0.740,8.828,0.042,-0.044,-0.017,293.0,-31.781,4.875,-58.706,5.0,-32.89670,-60.69176,42.5,45.7
20211011_185427,-0.770,-0.053,10.804,-0.001,0.033,0.025,293.0,-30.263,6.600,-59.381,5.0,-32.89670,-60.69176,42.5,45.7
20211011_185427,0.354,0.098,9.099,-0.081,0.011,-0.002,293.0,-30.638,4.538,-61.538,5.0,-32.89681,-60.69172,43.3,46.3
20211011_185428,-0.164,-0.587,10.541,-0.047,0.020,0.000,293.0,-31.519,5.663,-61.838,5.0,-32.89681,-60.69172,43.3,46.3
20211011_185428,-0.535,-0.252,8.407,-0.112,0.013,-0.019,293.0,-33.056,3.956,-60.075,5.0,-32.89692,-60.69168,43.6,46.3
20211011_185429,-0.895,-0.156,10.132,-0.012,-0.014,-0.011,293.0,-31.238,5.813,-61.988,5.0,-32.89692,-60.69168,43.6,46.3
20211011_185429,-0.250,-0.535,9.027,-0.025,0.031,0.009,293.0,-32.494,4.894,-60.713,5.0,-32.89704,-60.69164,44.2,46.4
20211011_185430,0.250,-0.934,9.837,-0.004,-0.012,0.005,293.0,-33.244,6.019,-59.456,5.0,-32.89704,-60.69164,44.2,46.4
20211011_185430,-0.437,-0.606,8.373,-0.049,-0.050,-0.009,264.8,-32.344,4.256,-60.563,5.0,-32.89715,-60.69161,44.5,46.1
20211011_185431,0.188,-0.609,9.999,-0.020,-0.015,-0.012,264.8,-30.638,4.856,-60.300,5.0,-32.89715,-60.69161,44.5,46.1
20211011_185431,-0.348,-0.913,10.134,0.079,-0.044,0.002,264.8,-33.825,6.338,-59.288,5.0,-32.89726,-60.69158,44.1,45.9
20211011_185432,-0.047,-0.649,10.994,0.094,-0.018,-0.019,264.8,-30.656,5.644,-60.300,5.0,-32.89726,-60.69158,44.1,45.9
20211011_185432,-0.360,-1.344,11.207,0.039,0.030,0.009,264.8,-33.300,7.594,-60.713,5.0,-32.89737,-60.69154,43.4,46.1
20211011_185433,0.150,-0.784,11.315,0.055,-0.033,-0.003,264.8,-31.519,5.663,-59.494,5.0,-32.89737,-60.69154,43.4,46.1
20211011_185433,-0.657,-0.661,9.743,-0.010,-0.003,-0.004,264.8,-32.400,6.319,-61.650,5.0,-32.89749,-60.69151,43.1,45.7
20211011_185434,-0.686,-0.429,8.091,-0.042,-0.006,-0.003,264.8,-32.944,5.213,-61.013,5.0,-32.89749,-60.69151,43.1,45.7
20211011_185434,-0.748,-0.609,9.896,-0.003,-0.036,-0.010,264.8,-32.250,6.000,-59.944,5.0,-32.89760,-60.69148,42.9,45.7
20211011_185435,-1.582,-0.527,10.047,0.023,-0.075,-0.011,264.8,-32.925,4.894,-59.456,5.0,-32.89760,-60.69148,42.9,45.7
20211011_185435,-0.492,-0.233,9.777,0.087,0.028,0.003,264.8,-31.950,5.831,-61.350,5.0,-32.89771,-60.69144,44.2,45.9
20211011_185436,0.368,-0.487,9.640,0.053,0.003,-0.001,264.8,-33.094,5.531,-59.775,5.0,-32.89771,-60.69144,44.2,45.9
20211011_185436,-0.099,-0.597,9.971,0.075,0.008,0.003,264.8,-33.000,7.275,-59.925,5.0,-32.89783,-60.69141,44.0,46.6
20211011_185437,-0.597,-0.062,9.774,0.085,-0.069,-0.035,264.8,-31.838,6.788,-61.819,5.0,-32.89783,-60.69141,44.0,46.6
20211011_185437,0.030,-0.034,9.420,-0.063,-0.027,-0.013,264.8,-32.719,7.425,-60.094,5.0,-32.89794,-60.69138,43.6,47.5
20211011_185438,-0.528,0.110,6.294,-0.091,0.042,0.018,264.8,-31.931,5.513,-57.788,5.0,-32.89794,-60.69138,43.6,47.5
20211011_185438,-0.267,-1.006,7.393,0.074,0.028,0.004,264.8,-33.244,5.700,-60.244,5.0,-32.89806,-60.69135,43.6,49.1
20211011_185439,-1.034,-0.676,10.869,-0.036,-0.019,0.024,264.8,-33.844,6.338,-60.075,5.0,-32.89806,-60.69135,43.6,49.1
20211011_185439,-0.684,-0.355,8.771,-0.033,0.023,0.012,264.8,-32.550,6.788,-59.944,5.0,-32.89818,-60.69131,43.2,50.3
20211011_185440,-0.391,-0.017,10.103,0.051,-0.035,0.001,264.8,-33.844,6.338,-60.075,5.0,-32.89818,-60.69131,43.2,50.3
20211011_185440,-0.566,-1.397,10.962,0.076,-0.012,-0.001,264.8,-32.231,5.213,-60.731,5.0,-32.89830,-60.69127,42.8,51.9
20211011_185441,0.071,-0.882,10.445,0.017,-0.030,-0.004,264.8,-33.038,3.488,-60.863,5.0,-32.89830,-60.69127,42.8,51.9
20211011_185441,-0.827,-0.827,10.184,-0.002,-0.030,0.012,264.8,-31.275,7.406,-59.344,5.0,-32.89843,-60.69124,42.3,52.8
20211011_185442,-0.128,-0.566,9.425,-0.030,0.038,0.013,294.5,-33.225,4.913,-60.244,5.0,-32.89843,-60.69124,42.3,52.8
20211011_185442,-0.317,-0.360,8.555,-0.101,-0.035,-0.005,294.5,-32.231,5.213,-60.263,5.0,-32.89856,-60.69121,42.1,53.3
20211011_185443,-0.107,-0.779,9.820,-0.068,-0.029,-0.017,294.5,-32.175,3.788,-61.031,5.0,-32.89856,-60.69121,42.1,53.3
20211011_185443,0.255,-1.644,10.263,0.076,0.019,-0.001,294.5,-31.594,3.450,-59.813,5.0,-32.89870,-60.69117,41.7,54.1
20211011_185444,-0.023,-0.894,9.872,-0.033,0.010,0.009,294.5,-32.644,4.744,-59.325,5.0,-32.89870,-60.69117,41.7,54.1
20211011_185444,-0.447,-1.653,11.961,-0.074,-0.028,-0.006,294.5,-33.150,2.531,-60.225,5.0,-32.89883,-60.69113,41.4,53.6
20211011_185445,-0.267,-1.371,9.561,0.008,-0.053,-0.007,294.5,-33.994,6.806,-59.906,5.0,-32.89883,-60.69113,41.4,53.6
20211011_185445,-0.585,-0.949,9.743,0.026,0.022,0.004,294.5,-32.531,6.000,-60.244,5.0,-32.89896,-60.69109,41.4,52.9
20211011_185446,-0.250,-0.206,9.197,0.078,-0.012,-0.005,294.5,-32.213,4.894,-61.500,5.0,-32.89896,-60.69109,41.4,52.9
20211011_185446,-0.521,-1.035,10.062,-0.036,-0.017,-0.004,294.5,-31.669,5.513,-60.900,5.0,-32.89908,-60.69105,41.7,51.9
20211011_185447,-0.394,-0.153,9.408,-0.049,0.011,-0.013,294.5,-31.613,3.938,-58.556,5.0,-32.89908,-60.69105,41.7,51.9
20211011_185447,-0.437,-0.542,8.596,0.013,-0.032,-0.016,294.5,-32.644,5.063,-60.863,5.0,-32.89921,-60.69102,41.7,51.4
20211011_185448,-0.279,-0.403,9.734,0.075,-0.050,0.010,262.4,-32.494,4.575,-59.475,5.0,-32.89921,-60.69102,41.7,51.4
20211011_185448,-1.204,-1.147,10.144,0.124,-0.026,-0.001,213.9,-33.356,5.063,-58.519,5.0,-32.89934,-60.69098,41.7,51.3
20211011_185449,-0.628,-1.023,10.611,0.041,-0.007,-0.006,192.8,-30.975,6.600,-60.600,5.0,-32.89934,-60.69098,41.7,51.3
20211011_185449,-0.281,-0.788,8.713,-0.014,-0.011,0.002,192.8,-33.094,5.531,-59.775,5.0,-32.89946,-60.69095,41.1,50.8
20211011_185450,-0.688,-1.044,10.773,0.030,-0.009,0.002,215.4,-31.500,5.194,-60.281,5.0,-32.89946,-60.69095,41.1,50.8
20211011_185450,-0.202,-1.262,10.069,-0.003,-0.013,-0.014,242.6,-33.244,5.700,-60.694,5.0,-32.89958,-60.69092,40.9,50.5
20211011_185451,-0.090,-0.609,10.402,-0.039,0.022,0.018,242.6,-33.206,4.913,-58.369,5.0,-32.89958,-60.69092,40.9,50.5
20211011_185451,-0.964,-0.745,9.793,-0.030,-0.028,-0.012,269.8,-31.800,5.194,-60.263,5.0,-32.89970,-60.69088,40.6,49.9
20211011_185452,-0.847,-1.483,10.014,-0.023,-0.035,0.002,269.8,-31.781,4.556,-59.963,5.0,-32.89970,-60.69088,40.6,49.9
20211011_185452,-0.030,-1.605,9.662,0.050,0.014,0.005,269.8,-33.056,4.275,-60.863,5.0,-32.89982,-60.69084,41.0,48.4
20211011_185453,-0.526,-1.431,9.284,0.007,0.029,-0.003,269.8,-33.338,3.956,-60.844,5.0,-32.89982,-60.69084,41.0,48.4
20211011_185453,-1.625,-1.397,8.411,0.031,-0.051,0.010,244.8,-31.800,5.194,-60.731,5.0,-32.89994,-60.69080,40.5,46.2
20211011_185454,-0.852,-1.766,9.207,0.011,-0.109,-0.025,244.8,-31.669,5.831,-60.113,5.0,-32.89994,-60.69080,40.5,46.2
20211011_185454,-0.138,-2.410,9.774,0.057,0.051,0.020,218.6,-32.513,5.213,-60.713,5.0,-32.90005,-60.69078,40.5,44.1
20211011_185455,-0.655,-1.677,9.343,0.017,-0.048,-0.019,218.6,-32.625,4.256,-60.094,5.0,-32.90005,-60.69078,40.5,44.1
20211011_185455,-0.437,-1.931,10.426,0.107,0.032,0.023,218.6,-32.681,6.319,-60.563,5.0,-32.90015,-60.69075,40.1,40.8
20211011_185456,-0.482,-1.260,9.571,0.061,0.013,0.023,218.6,-32.175,3.300,-60.731,5.0,-32.90015,-60.69075,40.1,40.8
20211011_185456,0.478,-1.584,8.653,0.054,-0.015,0.011,245.3,-32.644,4.744,-60.863,5.0,-32.90025,-60.69073,40.0,38.3
20211011_185457,-0.037,-0.930,8.052,0.002,0.025,-0.008,245.3,-31.069,5.175,-59.194,5.0,-32.90025,-60.69073,40.0,38.3
20211011_185457,-0.454,-1.550,8.797,-0.130,-0.011,-0.012,245.3,-31.838,1.875,-59.025,5.0,-32.90034,-60.69070,39.8,36.8
20211011_185458,0.684,-1.519,9.353,-0.059,0.042,-0.000,245.3,-31.950,5.513,-60.581,5.0,-32.90034,-60.69070,39.8,36.8
20211011_185458,-1.144,-1.210,9.712,0.001,-0.010,-0.009,245.3,-32.625,4.256,-59.775,5.0,-32.90043,-60.69067,39.7,35.4
20211011_185459,0.313,-1.407,9.825,0.076,0.067,0.013,245.3,-32.363,5.044,-61.350,5.0,-32.90043,-60.69067,39.7,35.4
20211011_185459,-0.236,-1.909,8.816,0.012,-0.031,0.014,245.3,-32.963,6.000,-59.475,5.0,-32.90051,-60.69065,40.1,34.2
20211011_185500,-0.890,-2.331,9.655,-0.051,-0.002,-0.004,220.6,-32.363,5.044,-60.094,5.0,-32.90051,-60.69065,40.1,34.2
20211011_185500,-0.071,-2.465,10.158,0.036,-0.026,0.003,199.5,-31.781,4.575,-61.519,5.0,-32.90059,-60.69062,40.6,30.5
20211011_185501,-0.617,-2.240,8.814,-0.003,0.011,-0.012,199.5,-32.494,4.575,-61.031,5.0,-32.90059,-60.69062,40.6,30.5
20211011_185501,-0.289,-2.453,9.643,0.035,0.010,0.001,199.5,-32.944,4.894,-61.800,5.0,-32.90066,-60.69060,40.6,26.1
20211011_185502,-0.382,-2.168,8.941,-0.022,0.010,0.009,199.5,-30.638,4.856,-61.538,5.0,-32.90066,-60.69060,40.6,26.1
20211011_185502,-0.743,-1.921,9.056,0.050,0.044,-0.001,180.8,-33.731,7.275,-60.694,5.0,-32.90071,-60.69058,40.0,21.3
20211011_185503,-0.516,-1.620,9.477,0.024,0.023,-0.004,180.8,-31.688,6.619,-57.788,5.0,-32.90071,-60.69058,40.0,21.3
20211011_185503,-0.379,-1.723,9.930,-0.022,0.023,0.003,180.8,-32.363,4.744,-61.969,5.0,-32.90075,-60.69057,39.0,17.6
20211011_185504,-0.157,-1.701,10.146,0.027,0.004,0.002,180.8,-31.088,5.194,-61.519,5.0,-32.90075,-60.69057,39.0,17.6
20211011_185504,-0.281,-1.622,9.652,0.002,-0.007,0.008,180.8,-33.263,6.019,-61.781,5.0,-32.90079,-60.69056,39.2,14.1
20211011_185505,-0.399,-2.626,9.849,-0.021,-0.011,0.005,180.8,-31.781,4.875,-62.606,5.0,-32.90079,-60.69056,39.2,14.1
20211011_185505,-0.298,-2.189,9.928,-0.006,-0.006,0.010,180.8,-31.219,5.025,-60.131,5.0,-32.90082,-60.69055,39.3,10.9
20211011_185506,-0.198,-1.771,9.542,-0.001,0.020,0.004,180.8,-33.656,4.913,-63.019,5.0,-32.90082,-60.69055,39.3,10.9
20211011_185506,-0.243,-2.024,9.482,-0.007,0.013,0.002,180.8,-31.913,4.256,-59.025,5.0,-32.90084,-60.69054,39.7,6.3
20211011_185507,-0.296,-1.193,9.695,-0.005,-0.004,-0.006,180.8,-31.500,4.875,-60.281,5.0,-32.90084,-60.69054,39.7,6.3
20211011_185507,-0.358,-1.248,9.583,0.000,0.004,-0.003,180.8,-33.919,4.125,-60.225,5.0,-32.90085,-60.69054,40.1,3.3
20211011_185508,-0.291,-1.202,9.762,0.007,0.002,0.002,180.8,-33.094,5.531,-60.075,5.0,-32.90085,-60.69054,40.1,3.3
20211011_185508,-0.298,-0.417,9.681,0.020,-0.003,-0.000,180.8,-31.538,6.450,-59.494,5.0,-32.90086,-60.69054,40.0,1.3
20211011_185509,-0.286,-0.874,9.798,-0.001,-0.003,0.000,180.8,-33.038,8.063,-61.800,5.0,-32.90086,-60.69054,40.0,1.3
20211011_185509,-0.262,-0.772,9.786,-0.000,-0.005,-0.003,180.8,-31.069,5.194,-59.981,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185510,-0.291,-0.755,9.798,-0.001,-0.001,-0.000,180.8,-31.238,5.513,-60.600,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185510,-0.281,-0.807,9.770,0.001,0.001,-0.000,180.8,-33.694,6.488,-59.925,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185511,-0.277,-0.762,9.583,0.002,0.001,0.001,180.8,-31.650,5.513,-60.113,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185511,-0.190,-0.846,9.817,0.001,0.003,0.005,180.8,-31.688,6.300,-59.344,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185512,-0.300,-0.800,9.827,-0.001,0.003,0.002,180.8,-31.481,4.088,-61.519,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185512,-0.293,-0.824,9.865,0.000,0.002,0.003,180.8,-31.106,5.981,-60.281,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185513,-0.305,-0.776,9.798,-0.003,0.001,0.002,180.8,-32.663,5.531,-59.006,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185513,-0.324,-0.740,9.669,0.000,0.002,0.001,180.8,-32.663,5.531,-62.419,5.0,-32.90086,-60.69054,40.3,0.0
20211011_185514,-0.312,-0.769,9.736,0.000,0.001,-0.001,180.8,-31.013,2.981,-62.606,5.0,-32.90086,-60.69054,40.3,0.0
20211011_185514,-0.298,-0.781,9.662,0.001,0.001,0.001,180.8,-31.781,4.875,-62.288,5.0,-32.90086,-60.69054,40.3,0.0
20211011_185515,-0.310,-0.800,9.755,-0.001,0.001,-0.001,180.8,-31.688,6.300,-60.900,5.0,-32.90086,-60.69054,40.3,0.0
20211011_185515,-0.289,-0.769,9.583,0.000,0.002,-0.002,180.8,-31.969,5.831,-61.969,5.0,-32.90086,-60.69054,40.3,0.0
20211011_185516,-0.274,-0.807,9.832,0.002,0.003,0.001,180.8,-31.688,6.300,-61.369,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185516,-0.269,-0.824,9.729,0.001,0.001,0.001,180.8,-32.250,6.000,-61.031,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185517,-0.286,-0.774,9.762,0.001,-0.002,0.000,180.8,-33.131,6.638,-60.863,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185517,-0.298,-0.769,9.722,-0.001,0.000,0.001,180.8,-30.600,3.750,-62.306,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185518,-0.253,-0.760,9.609,0.002,-0.000,0.001,180.8,-31.763,4.556,-59.175,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185518,-0.291,-0.805,9.714,-0.002,-0.002,0.000,180.8,-31.275,7.406,-59.813,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185519,-0.296,-0.815,9.813,-0.000,0.001,0.000,180.8,-32.306,8.044,-60.263,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185519,-0.286,-0.760,9.662,-0.001,-0.001,-0.001,180.8,-32.963,5.700,-62.269,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185520,-0.238,-0.793,9.703,-0.000,-0.000,0.001,180.8,-33.263,6.019,-61.013,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185520,-0.274,-0.750,9.597,0.001,0.001,0.000,180.8,-32.006,7.406,-60.113,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185521,-0.308,-0.817,9.782,0.001,-0.000,0.001,180.8,-32.381,5.831,-61.350,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185521,-0.300,-0.786,9.841,0.001,-0.001,-0.001,180.8,-30.675,6.450,-60.300,5.0,-32.90086,-60.69054,40.2,0.0
20211011_185522,-0.255,-0.764,9.619,0.001,0.001,0.000,180.8,-31.500,5.194,-59.494,5.0,-32.90085,-60.69053,41.1,0.0
20211011_185522,-0.245,-0.786,9.585,0.001,-0.002,-0.001,180.8,-31.631,4.725,-59.813,5.0,-32.90085,-60.69053,41.1,0.0
20211011_185523,-0.289,-0.755,9.612,-0.000,-0.001,0.000,180.8,-30.544,6.281,-61.706,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185524,-0.281,-0.812,9.793,-0.001,-0.001,0.002,180.8,-31.988,7.088,-59.344,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185524,-0.317,-0.740,9.719,0.001,0.000,0.000,180.8,-31.538,6.450,-61.050,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185525,-0.269,-0.843,9.841,-0.001,0.000,0.001,180.8,-32.231,4.894,-63.056,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185525,-0.284,-0.764,9.719,-0.000,0.000,0.001,180.8,-33.675,5.700,-60.694,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185526,-0.257,-0.757,9.628,-0.001,-0.002,-0.001,180.8,-32.756,8.531,-62.738,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185526,-0.274,-0.800,9.729,-0.001,0.002,0.001,180.8,-32.663,5.531,-59.775,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185527,-0.284,-0.774,9.829,0.001,0.007,0.003,180.8,-31.256,6.300,-60.131,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185527,-0.265,-0.745,9.652,0.001,-0.000,-0.001,180.8,-33.825,5.550,-61.313,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185528,-0.277,-0.750,9.585,0.001,-0.001,0.000,180.8,-31.238,5.513,-61.688,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185528,-0.265,-0.762,9.597,0.002,0.004,0.004,180.8,-31.988,7.088,-60.881,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185529,-0.293,-0.807,9.734,-0.002,-0.007,-0.005,180.8,-32.569,6.788,-60.713,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185529,-0.245,-0.841,9.880,-0.004,0.005,0.000,180.8,-30.713,7.238,-63.094,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185530,-0.303,-0.810,9.863,-0.005,0.010,0.002,180.8,-32.250,6.000,-61.500,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185530,-0.248,-0.772,9.676,-0.000,-0.003,-0.001,164.2,-31.800,5.663,-59.963,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185531,-0.262,-0.819,9.705,0.002,0.007,0.005,164.2,-31.200,4.238,-61.688,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185531,-0.296,-0.819,9.827,0.002,-0.001,-0.001,164.2,-31.931,5.044,-62.438,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185532,-0.212,-0.819,9.815,0.001,0.009,0.005,164.2,-31.069,4.875,-61.069,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185532,-0.277,-0.779,9.765,-0.000,0.003,0.000,164.2,-31.088,5.194,-61.838,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185533,-0.296,-0.772,9.655,0.002,0.001,0.000,164.2,-30.525,5.813,-60.150,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185533,-0.281,-0.800,9.786,-0.000,0.001,0.002,164.2,-32.438,7.425,-61.650,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185534,-0.262,-0.764,9.600,-0.000,-0.000,0.000,164.2,-31.519,5.194,-61.519,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185534,-0.281,-0.740,9.612,-0.001,-0.003,-0.001,164.2,-32.944,5.213,-62.569,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185535,-0.257,-0.757,9.609,0.002,-0.000,0.000,164.2,-31.688,6.619,-61.369,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185535,-0.284,-0.807,9.817,-0.000,-0.002,0.001,164.2,-31.256,6.300,-61.988,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185536,-0.269,-0.767,9.741,0.001,-0.002,-0.001,164.2,-32.250,6.000,-61.500,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185536,-0.248,-0.757,9.662,0.001,-0.001,-0.002,164.2,-31.538,5.981,-61.519,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185537,-0.300,-0.764,9.681,-0.000,0.000,-0.001,164.2,-32.381,5.531,-62.438,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185537,-0.286,-0.738,9.628,-0.000,-0.000,0.000,164.2,-31.819,5.681,-62.288,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185538,-0.281,-0.798,9.700,0.001,-0.001,0.000,164.2,-31.519,5.194,-61.519,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185538,-0.269,-0.831,9.899,0.002,-0.000,0.001,164.2,-32.231,5.213,-62.269,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185539,-0.233,-0.812,9.817,0.001,-0.000,0.001,164.2,-30.506,5.494,-61.388,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185539,-0.274,-0.807,9.837,-0.000,0.001,0.000,164.2,-30.544,6.600,-60.619,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185540,-0.233,-0.829,9.815,0.001,-0.000,0.002,164.2,-31.669,5.513,-60.900,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185540,-0.279,-0.767,9.693,0.002,0.003,0.000,164.2,-32.269,6.469,-60.731,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185541,-0.267,-0.764,9.647,0.001,-0.002,-0.001,164.2,-30.975,6.600,-60.131,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185541,-0.241,-0.788,9.738,-0.000,-0.001,-0.001,164.2,-31.931,4.725,-61.669,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185542,-0.291,-0.745,9.700,-0.000,-0.002,0.001,164.2,-31.200,4.238,-61.688,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185542,-0.291,-0.836,9.889,0.002,-0.002,-0.001,164.2,-32.681,6.319,-60.563,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185543,-0.260,-0.810,9.839,-0.001,-0.001,0.000,164.2,-31.556,6.769,-61.050,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185543,-0.255,-0.786,9.782,-0.002,-0.003,0.001,164.2,-32.306,3.469,-60.094,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185544,-0.255,-0.769,9.772,-0.001,-0.001,0.000,164.2,-31.069,5.194,-59.981,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185544,-0.298,-0.834,9.872,-0.000,-0.002,0.001,164.2,-33.075,4.744,-59.775,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185545,-0.269,-0.762,9.664,0.001,-0.001,0.000,164.2,-30.919,5.025,-59.831,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185545,-0.245,-0.791,9.578,0.001,-0.000,0.001,164.2,-31.256,6.300,-61.988,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185546,-0.269,-0.772,9.571,-0.001,-0.002,-0.001,164.2,-31.219,5.025,-61.688,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185546,-0.291,-0.805,9.607,-0.000,0.000,0.001,164.2,-31.125,6.769,-61.069,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185547,-0.195,-0.774,9.765,0.002,-0.008,-0.003,164.2,-31.781,4.875,-60.263,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185547,-0.286,-0.793,9.726,0.001,0.000,-0.001,164.2,-32.494,4.894,-59.944,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185548,-0.317,-0.788,9.614,0.001,-0.001,-0.002,164.2,-30.956,5.813,-60.600,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185548,-0.279,-0.693,9.583,-0.000,-0.000,0.000,164.2,-34.069,4.763,-59.288,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185549,-0.293,-0.060,9.997,0.013,-0.003,-0.003,164.2,-32.400,6.319,-60.563,5.0,-32.90085,-60.69053,41.5,0.0
20211011_185549,-0.195,1.231,9.861,0.017,-0.002,-0.007,164.2,-31.294,7.406,-61.688,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185550,-0.255,0.563,10.047,0.004,0.011,-0.012,164.2,-31.819,6.469,-59.175,5.0,-32.90085,-60.69053,41.4,0.0
20211011_185550,0.013,0.939,10.066,-0.015,0.020,-0.001,164.2,-31.144,7.238,-63.075,5.0,-32.90088,-60.69053,44.8,6.3
20211011_185551,-0.468,0.699,10.021,-0.016,0.011,-0.006,164.2,-32.381,5.831,-60.563,5.0,-32.90088,-60.69053,44.8,6.3
20211011_185551,-0.327,-0.848,9.803,0.004,0.005,-0.009,164.2,-32.363,5.044,-59.006,5.0,-32.90090,-60.69052,44.8,11.3
20211011_185552,-0.260,1.509,9.058,0.087,0.022,-0.003,164.2,-31.256,6.300,-61.369,5.0,-32.90090,-60.69052,44.8,11.3
20211011_185552,-0.023,0.596,10.328,-0.044,-0.005,0.004,164.2,-30.956,5.813,-60.131,5.0,-32.90093,-60.69051,44.7,13.6
20211011_185553,-0.018,0.781,10.381,0.010,-0.001,-0.013,164.2,-32.381,5.831,-59.794,5.0,-32.90093,-60.69051,44.7,13.6
20211011_185553,-0.432,0.608,10.883,-0.051,0.020,-0.007,164.2,-31.200,4.238,-61.988,5.0,-32.90097,-60.69050,44.3,18.6
20211011_185554,-0.463,0.824,10.078,0.030,0.033,0.008,164.2,-30.656,5.175,-61.538,5.0,-32.90097,-60.69050,44.3,18.6
20211011_185554,-0.095,-0.745,9.477,-0.031,-0.004,-0.007,164.2,-31.838,6.769,-59.175,5.0,-32.90103,-60.69048,44.2,25.4
