Timestamp,Accel_x,Accel_y,Accel_z,Gyro_x,Gyro_y,Gyro_z,Light,Magnetic_x,Magnetic_y,Magnetic_z,Proximity,Latitude,Longitude,Elevation,Speed
20211011_191244,-0.231,-0.247,10.285,0.010,-0.029,0.288,73.8,-35.269,11.100,-61.444,5.0,-32.93338,-60.65632,31.8,11.2
20211011_191245,-0.138,-0.556,9.722,0.013,-0.029,0.153,43.8,-41.700,10.575,-53.531,5.0,-32.93340,-60.65631,31.8,11.7
20211011_191245,-0.181,-0.084,9.604,0.013,0.032,0.085,30.9,-36.206,14.119,-55.369,5.0,-32.93340,-60.65631,31.8,11.7
20211011_191246,-0.727,-1.176,10.042,-0.043,-0.048,0.036,18.6,-38.531,14.775,-54.844,5.0,-32.93342,-60.65628,31.8,12.1
20211011_191246,-0.731,-0.822,10.381,-0.027,-0.037,0.033,13.3,-38.644,18.263,-57.488,5.0,-32.93342,-60.65628,31.8,12.1
20211011_191247,0.044,-0.503,9.161,-0.041,0.002,0.041,8.4,-40.631,13.238,-54.806,5.0,-32.93344,-60.65623,35.4,14.9
20211011_191247,0.299,0.113,9.856,-0.094,-0.029,-0.017,5.6,-40.350,12.769,-61.331,5.0,-32.93344,-60.65623,35.4,14.9
20211011_191248,0.715,-0.055,9.875,-0.001,0.000,0.017,6.4,-40.500,13.406,-55.725,5.0,-32.93346,-60.65618,36.3,15.7
20211011_191248,0.411,-0.628,8.419,-0.003,0.047,0.043,8.0,-40.519,14.494,-55.275,5.0,-32.93346,-60.65618,36.3,15.7
20211011_191249,0.809,-1.912,10.443,0.021,0.017,0.028,14.6,-40.706,15.131,-58.988,5.0,-32.93348,-60.65612,36.6,17.9
20211011_191250,0.418,-1.313,8.478,0.011,0.011,0.011,35.0,-38.925,14.006,-55.463,5.0,-32.93348,-60.65612,36.6,17.9
20211011_191250,0.732,-1.498,9.990,-0.076,0.009,0.005,39.4,-39.788,14.175,-53.419,5.0,-32.93352,-60.65605,35.3,20.2
20211011_191251,-0.063,-1.402,10.189,0.022,0.039,-0.005,29.2,-39.544,14.963,-56.063,5.0,-32.93352,-60.65605,35.3,20.2
20211011_191251,0.181,-0.707,10.603,0.040,-0.037,0.006,22.5,-37.819,15.094,-54.863,5.0,-32.93357,-60.65594,34.9,22.8
20211011_191252,1.170,-0.719,9.846,-0.006,0.054,-0.003,22.5,-38.794,14.156,-54.994,5.0,-32.93357,-60.65594,34.9,22.8
20211011_191252,0.718,-0.307,9.772,0.022,-0.011,-0.036,16.1,-39.263,15.113,-55.913,5.0,-32.93360,-60.65585,35.9,24.0
20211011_191253,1.425,-0.728,10.035,-0.005,-0.006,-0.009,16.3,-38.381,14.475,-55.781,5.0,-32.93360,-60.65585,35.9,24.0
20211011_191253,0.909,-0.963,9.130,0.029,0.009,-0.013,22.4,-36.863,17.119,-54.113,5.0,-32.93362,-60.65580,36.0,23.6
20211011_191254,0.392,-1.390,9.092,0.013,-0.011,-0.030,25.8,-38.794,14.475,-53.438,5.0,-32.93362,-60.65580,36.0,23.6
20211011_191254,0.121,-1.179,8.524,0.037,0.004,-0.010,28.8,-37.519,14.775,-54.413,5.0,-32.93369,-60.65571,35.7,25.2
20211011_191255,-0.166,0.263,10.059,0.020,-0.016,0.018,28.8,-37.275,16.031,-53.794,5.0,-32.93369,-60.65571,35.7,25.2
20211011_191255,0.442,-1.737,10.493,0.015,-0.043,0.009,28.8,-36.788,13.969,-55.969,5.0,-32.93370,-60.65562,36.1,26.5
20211011_191256,0.483,-1.593,10.047,0.029,0.023,0.023,28.8,-39.431,11.794,-52.950,5.0,-32.93370,-60.65562,36.1,26.5
20211011_191256,0.294,0.283,7.976,0.056,-0.045,-0.028,28.8,-40.594,16.556,-55.275,5.0,-32.93370,-60.65552,36.7,29.7
20211011_191257,0.344,-1.715,9.698,-0.019,-0.004,0.000,37.1,-37.688,15.244,-58.444,5.0,-32.93370,-60.65552,36.7,29.7
20211011_191257,0.730,-2.935,9.729,-0.019,-0.042,-0.026,62.7,-38.250,15.094,-57.038,5.0,-32.93372,-60.65543,35.6,26.1
20211011_191258,0.265,-3.421,9.188,0.039,-0.016,-0.031,54.5,-38.756,12.581,-55.763,5.0,-32.93372,-60.65543,35.6,26.1
20211011_191258,0.684,-3.701,9.346,-0.037,0.012,-0.006,42.6,-36.956,14.438,-60.019,5.0,-32.93374,-60.65536,38.4,23.9
20211011_191259,0.675,-3.917,9.121,0.009,0.011,-0.000,38.1,-38.419,15.731,-58.894,5.0,-32.93374,-60.65536,38.4,23.9
20211011_191259,0.562,-2.456,9.667,0.005,-0.011,-0.013,38.1,-39.563,15.281,-59.644,5.0,-32.93373,-60.65531,39.0,19.5
20211011_191300,0.500,-1.612,9.985,0.001,-0.003,0.008,34.7,-38.250,15.094,-58.275,5.0,-32.93373,-60.65531,39.0,19.5
20211011_191300,0.658,0.189,9.861,0.041,0.006,0.009,34.7,-39.094,14.475,-57.638,5.0,-32.93373,-60.65525,38.2,13.2
20211011_191301,1.046,-0.233,10.127,0.017,0.052,0.008,38.6,-38.981,15.113,-58.575,5.0,-32.93373,-60.65525,38.2,13.2
20211011_191301,0.629,0.632,10.555,-0.021,-0.031,0.027,38.6,-39.825,14.963,-58.856,5.0,-32.93370,-60.65522,35.2,9.6
20211011_191302,-0.195,1.042,7.120,0.024,0.006,-0.008,38.6,-38.850,15.731,-56.081,5.0,-32.93370,-60.65522,35.2,9.6
20211011_191302,0.308,-0.836,9.063,-0.038,0.004,-0.012,38.6,-39.825,14.963,-55.744,5.0,-32.93368,-60.65517,35.4,11.4
20211011_191303,-0.080,-1.174,9.379,-0.002,-0.018,0.003,38.6,-38.513,14.306,-56.250,5.0,-32.93368,-60.65517,35.4,11.4
20211011_191303,0.231,0.611,9.705,-0.023,-0.028,0.002,38.6,-38.531,14.794,-59.044,5.0,-32.93370,-60.65512,38.0,14.7
20211011_191304,0.267,0.855,9.341,-0.002,-0.008,-0.018,35.0,-39.694,15.600,-56.681,5.0,-32.93370,-60.65512,38.0,14.7
20211011_191304,-0.121,0.711,9.262,-0.071,-0.016,0.003,31.0,-38.194,13.200,-56.250,5.0,-32.93367,-60.65508,33.1,16.6
20211011_191305,0.209,0.905,9.841,-0.010,-0.015,0.011,23.9,-36.769,13.500,-57.525,5.0,-32.93367,-60.65508,33.1,16.6
20211011_191305,0.509,1.337,9.437,0.158,0.052,0.019,24.5,-39.131,15.750,-57.319,5.0,-32.93368,-60.65503,32.7,18.0
20211011_191306,1.319,-1.763,7.788,-0.081,0.050,0.033,38.6,-39.975,15.131,-55.894,5.0,-32.93368,-60.65503,32.7,18.0
20211011_191306,0.490,-1.152,9.509,0.006,0.011,0.008,27.8,-38.831,15.263,-59.963,5.0,-32.93370,-60.65497,32.7,20.5
20211011_191307,-0.083,-0.896,10.127,-0.026,0.006,0.019,24.9,-40.988,15.300,-55.256,5.0,-32.93370,-60.65497,32.7,20.5
20211011_191307,0.390,0.651,8.447,0.044,-0.006,-0.022,24.9,-37.238,14.925,-56.588,5.0,-32.93371,-60.65486,32.5,28.4
20211011_191308,0.090,-0.038,9.959,0.030,-0.002,-0.005,24.9,-39.563,16.069,-56.063,5.0,-32.93371,-60.65486,32.5,28.4
20211011_191308,-0.401,-0.704,10.201,0.006,0.040,0.005,24.9,-42.675,14.231,-56.775,5.0,-32.93373,-60.65476,31.9,33.2
20211011_191309,-0.090,-0.788,9.365,-0.012,0.030,0.016,15.6,-39.244,14.794,-58.556,5.0,-32.93373,-60.65476,31.9,33.2
20211011_191309,-0.255,-1.335,10.939,-0.035,-0.021,-0.005,27.0,-41.025,16.556,-56.044,5.0,-32.93376,-60.65463,33.0,38.6
20211011_191310,0.706,-0.865,9.597,0.061,0.011,-0.000,16.1,-40.613,16.875,-58.369,5.0,-32.93376,-60.65463,33.0,38.6
20211011_191310,0.773,-1.948,8.862,-0.053,-0.052,-0.044,13.9,-40.575,16.088,-57.600,5.0,-32.93378,-60.65452,32.8,36.7
20211011_191311,1.554,-0.973,7.793,-0.019,0.052,0.004,12.5,-37.763,17.306,-61.238,5.0,-32.93378,-60.65452,32.8,36.7
20211011_191311,1.366,-1.241,9.042,-0.059,0.045,0.008,11.1,-38.250,14.775,-56.719,5.0,-32.93378,-60.65438,31.2,40.9
20211011_191312,0.950,-1.340,8.105,-0.049,0.026,-0.007,21.5,-36.300,16.481,-60.038,5.0,-32.93378,-60.65438,31.2,40.9
20211011_191312,0.574,-1.385,8.929,0.003,-0.052,-0.032,28.7,-39.506,13.856,-59.944,5.0,-32.93380,-60.65429,30.8,35.9
20211011_191313,0.186,-1.303,7.482,-0.054,0.006,-0.013,22.4,-38.625,17.794,-59.044,5.0,-32.93380,-60.65429,30.8,35.9
20211011_191313,0.183,-2.880,9.834,-0.056,-0.032,-0.018,20.0,-37.763,18.094,-58.444,5.0,-32.93383,-60.65418,30.7,35.2
20211011_191314,0.430,-2.465,9.911,0.035,0.035,0.011,20.0,-38.869,16.050,-59.663,5.0,-32.93383,-60.65418,30.7,35.2
20211011_191314,1.027,-2.880,8.999,-0.046,-0.010,0.003,20.0,-41.719,15.788,-60.375,5.0,-32.93385,-60.65406,32.7,33.7
20211011_191315,0.126,-2.242,9.367,0.015,-0.032,-0.016,18.1,-39.881,16.556,-58.088,5.0,-32.93385,-60.65406,32.7,33.7
20211011_191315,0.154,-1.828,8.713,-0.028,0.035,0.010,20.2,-41.006,15.769,-57.581,5.0,-32.93388,-60.65395,33.8,29.7
20211011_191316,1.019,-2.441,10.620,-0.019,0.071,0.004,23.1,-40.631,13.238,-52.463,5.0,-32.93388,-60.65395,33.8,29.7
20211011_191316,-1.086,0.089,11.289,0.035,0.054,0.006,60.3,-40.744,16.406,-58.219,5.0,-32.93386,-60.65387,32.0,25.2
20211011_191317,0.257,-0.343,9.853,-0.005,-0.010,0.002,61.2,-40.444,16.406,-55.894,5.0,-32.93386,-60.65387,32.0,25.2
20211011_191317,0.193,-0.673,9.140,0.051,0.021,-0.001,61.2,-43.125,14.231,-62.194,5.0,-32.93387,-60.65379,32.1,24.3
20211011_191318,-0.279,-0.050,9.820,0.024,-0.023,0.017,55.0,-43.838,14.569,-56.438,5.0,-32.93387,-60.65379,32.1,24.3
20211011_191318,-0.140,-0.491,9.348,0.023,0.005,0.034,49.5,-47.963,14.156,-47.944,5.0,-32.93392,-60.65372,34.6,26.4
20211011_191319,0.562,0.314,10.038,-0.056,0.042,0.045,44.8,-43.275,15.188,-54.731,5.0,-32.93392,-60.65372,34.6,26.4
20211011_191319,-0.815,-0.134,10.802,0.089,-0.003,-0.038,35.2,-43.781,17.250,-61.256,5.0,-32.93393,-60.65363,35.2,30.2
20211011_191320,-0.336,-0.542,10.220,0.004,-0.041,-0.027,24.9,-42.075,13.275,-60.506,5.0,-32.93393,-60.65363,35.2,30.2
20211011_191320,2.078,0.256,11.370,0.146,0.013,0.016,17.8,-41.419,15.938,-54.319,5.0,-32.93394,-60.65353,33.4,32.2
20211011_191321,0.684,-0.511,10.220,0.004,0.011,0.025,13.9,-41.213,17.513,-60.844,5.0,-32.93394,-60.65353,33.4,32.2
20211011_191321,0.912,-0.618,9.018,-0.020,-0.001,-0.007,13.9,-39.563,15.281,-61.200,5.0,-32.93395,-60.65344,33.1,33.2
20211011_191322,0.507,-1.021,9.837,-0.010,-0.013,-0.006,18.2,-40.294,16.088,-58.856,5.0,-32.93395,-60.65344,33.1,33.2
20211011_191322,0.514,-1.754,9.157,-0.022,-0.016,0.003,22.7,-42.450,15.806,-58.800,5.0,-32.93395,-60.65332,33.1,34.4
20211011_191323,0.152,-0.815,9.851,0.005,-0.017,-0.025,22.7,-37.706,15.713,-58.125,5.0,-32.93395,-60.65332,33.1,34.4
20211011_191323,0.833,-1.138,10.225,-0.052,-0.042,-0.010,22.7,-39.713,15.919,-57.769,5.0,-32.93397,-60.65320,32.2,36.4
20211011_191324,0.226,-1.016,9.403,-0.068,0.002,-0.024,22.7,-36.394,15.075,-62.194,5.0,-32.93397,-60.65320,32.2,36.4
20211011_191324,0.643,-1.818,9.762,-0.048,-0.045,-0.024,25.3,-37.144,16.650,-57.844,5.0,-32.93400,-60.65311,31.4,35.2
20211011_191325,0.818,-1.313,10.019,-0.028,0.022,0.007,28.6,-38.100,14.944,-58.125,5.0,-32.93400,-60.65311,31.4,35.2
20211011_191325,1.347,-1.421,9.817,-0.020,0.044,0.030,31.8,-37.913,18.244,-58.594,5.0,-32.93401,-60.65302,31.6,34.6
20211011_191326,0.730,-1.123,9.849,0.030,-0.039,-0.014,31.8,-36.131,16.331,-55.988,5.0,-32.93401,-60.65302,31.6,34.6
20211011_191326,-0.063,-2.487,9.506,0.003,-0.053,-0.054,22.0,-36.131,15.844,-58.331,5.0,-32.93406,-60.65293,32.6,34.3
20211011_191327,1.139,-2.173,9.554,0.039,-0.007,-0.009,19.5,-38.869,16.538,-57.638,5.0,-32.93406,-60.65293,32.6,34.3
20211011_191327,0.121,-2.676,9.212,0.040,0.000,-0.013,15.2,-40.275,15.281,-56.513,5.0,-32.93407,-60.65284,33.3,33.1
20211011_191328,1.017,-1.651,8.275,-0.043,0.038,0.038,15.2,-39.019,16.688,-57.788,5.0,-32.93407,-60.65284,33.3,33.1
20211011_191328,-0.279,-2.221,10.460,-0.019,0.005,0.015,20.1,-36.019,12.694,-55.219,5.0,-32.93410,-60.65276,32.4,29.2
20211011_191329,0.202,-1.421,10.194,-0.013,-0.013,0.036,27.1,-39.019,16.369,-60.581,5.0,-32.93410,-60.65276,32.4,29.2
20211011_191329,1.113,-2.166,9.331,-0.001,-0.066,0.007,30.4,-37.744,17.306,-57.675,5.0,-32.93412,-60.65270,31.4,25.1
20211011_191330,0.229,-2.058,9.444,-0.011,0.002,-0.046,30.4,-39.975,14.813,-56.981,5.0,-32.93412,-60.65270,31.4,25.1
20211011_191330,0.236,-3.550,10.237,0.046,-0.023,-0.041,30.4,-38.344,18.263,-57.806,5.0,-32.93414,-60.65263,33.4,23.5
20211011_191331,0.665,-3.972,9.908,-0.018,0.001,-0.005,27.6,-38.831,15.263,-57.319,5.0,-32.93414,-60.65263,33.4,23.5
20211011_191331,0.739,-3.692,9.485,-0.004,-0.013,-0.010,27.6,-37.575,16.350,-55.969,5.0,-32.93414,-60.65257,33.2,19.4
20211011_191332,0.691,-2.473,9.367,0.009,-0.005,-0.021,27.6,-35.194,18.825,-55.406,5.0,-32.93414,-60.65257,33.2,19.4
20211011_191332,0.548,-2.535,9.382,-0.004,-0.007,-0.007,27.6,-36.450,17.438,-56.306,5.0,-32.93415,-60.65251,34.1,18.1
20211011_191333,0.557,-1.744,9.796,0.004,0.001,-0.010,27.6,-35.888,17.588,-56.944,5.0,-32.93415,-60.65251,34.1,18.1
20211011_191333,0.567,-1.835,9.671,-0.001,0.001,-0.006,27.6,-37.875,17.138,-55.950,5.0,-32.93415,-60.65250,34.9,4.8
20211011_191334,0.629,-2.352,9.554,-0.003,0.002,0.000,30.7,-37.031,17.288,-57.694,5.0,-32.93415,-60.65250,34.9,4.8
20211011_191334,0.540,-1.001,9.671,0.001,0.001,-0.001,34.3,-35.063,18.994,-57.581,5.0,-32.93416,-60.65250,35.1,2.6
20211011_191335,0.540,-1.109,9.681,-0.001,0.001,0.001,34.3,-36.844,16.331,-56.288,5.0,-32.93417,-60.65251,32.8,1.5
20211011_191335,0.545,-1.092,9.703,-0.001,0.001,-0.001,34.3,-36.338,18.056,-56.156,5.0,-32.93417,-60.65251,32.8,1.5
20211011_191336,0.552,-1.085,9.549,-0.002,-0.001,-0.000,34.3,-37.181,17.756,-57.844,5.0,-32.93416,-60.65250,32.7,2.8
20211011_191336,0.552,-1.078,9.564,0.001,0.000,0.000,34.3,-36.188,17.738,-57.544,5.0,-32.93416,-60.65250,32.7,2.8
20211011_191337,0.533,-1.126,9.652,-0.002,0.002,0.000,38.1,-35.456,17.419,-56.794,5.0,-32.93417,-60.65249,33.1,0.9
20211011_191337,0.579,-1.109,9.633,-0.001,-0.002,-0.000,38.1,-37.050,18.075,-57.375,5.0,-32.93417,-60.65249,33.1,0.9
20211011_191338,0.531,-1.143,9.722,-0.001,-0.001,0.000,38.1,-36.619,18.075,-54.581,5.0,-32.93416,-60.65249,33.9,0.8
20211011_191338,0.600,-1.104,9.561,-0.000,-0.001,-0.001,38.1,-36.169,17.438,-57.075,5.0,-32.93416,-60.65249,33.9,0.8
20211011_191339,0.509,-1.169,9.772,-0.001,-0.000,0.001,38.1,-37.294,16.500,-56.588,5.0,-32.93416,-60.65249,34.3,0.6
20211011_191339,0.536,-1.107,9.628,-0.001,-0.000,-0.000,38.1,-36.169,17.738,-56.775,5.0,-32.93416,-60.65249,34.3,0.6
20211011_191340,0.538,-1.085,9.590,-0.000,0.000,0.001,38.1,-35.194,18.356,-56.944,5.0,-32.93416,-60.65248,35.7,2.4
20211011_191340,0.593,-1.150,9.530,-0.000,0.001,0.000,38.1,-36.188,18.225,-57.863,5.0,-32.93416,-60.65248,35.7,2.4
20211011_191341,0.526,-1.159,9.722,0.001,0.000,0.000,38.1,-37.013,16.819,-59.231,5.0,-32.93416,-60.65248,33.7,1.3
20211011_191341,0.555,-1.162,9.767,0.000,0.001,-0.000,38.1,-37.200,18.244,-55.969,5.0,-32.93416,-60.65248,33.7,1.3
20211011_191342,0.533,-1.159,9.786,-0.001,-0.000,0.001,38.1,-37.050,18.075,-57.375,5.0,-32.93416,-60.65247,33.8,0.0
20211011_191342,0.567,-1.181,9.767,0.000,-0.001,-0.000,38.1,-35.756,18.206,-57.563,5.0,-32.93416,-60.65247,33.8,0.0
20211011_191343,0.550,-1.119,9.724,-0.000,0.002,0.000,38.1,-35.719,16.631,-58.331,5.0,-32.93416,-60.65248,32.2,0.0
20211011_191343,0.536,-1.123,9.703,-0.000,-0.000,-0.001,38.1,-36.825,15.075,-57.056,5.0,-32.93416,-60.65248,32.2,0.0
20211011_191344,0.560,-1.080,9.655,-0.001,-0.000,0.000,38.1,-37.913,18.244,-57.038,5.0,-32.93416,-60.65248,31.6,1.3
20211011_191344,0.531,-1.109,9.667,-0.001,0.001,-0.000,38.1,-36.263,15.694,-56.606,5.0,-32.93416,-60.65248,31.6,1.3
20211011_191345,0.545,-1.095,9.669,0.001,0.000,-0.000,38.1,-36.169,17.738,-56.775,5.0,-32.93416,-60.65249,30.9,0.0
20211011_191345,0.574,-1.083,9.592,0.001,0.000,0.000,38.1,-36.619,18.075,-57.694,5.0,-32.93416,-60.65249,30.9,0.0
20211011_191346,0.552,-1.100,9.590,0.000,0.001,0.000,38.1,-36.450,17.438,-56.775,5.0,-32.93416,-60.65250,30.7,0.0
20211011_191347,0.545,-1.119,9.722,-0.001,0.000,0.001,38.1,-34.969,15.506,-56.025,5.0,-32.93416,-60.65250,30.7,0.0
20211011_191347,0.557,-1.138,9.789,-0.001,-0.001,-0.000,38.1,-36.263,16.013,-57.694,5.0,-32.93416,-60.65250,30.7,0.0
20211011_191348,0.536,-1.114,9.698,-0.000,-0.000,0.000,38.1,-36.619,18.394,-56.925,5.0,-32.93416,-60.65250,30.7,0.0
20211011_191348,0.552,-1.071,9.559,-0.000,0.001,-0.001,38.1,-36.169,17.438,-56.306,5.0,-32.93416,-60.65250,31.0,0.0
20211011_191349,0.562,-1.143,9.652,0.000,0.002,-0.001,38.1,-35.531,15.206,-57.413,5.0,-32.93416,-60.65250,31.0,0.0
20211011_191349,0.543,-1.155,9.693,0.002,-0.001,0.000,38.1,-35.625,18.056,-58.500,5.0,-32.93417,-60.65250,30.5,0.0
20211011_191350,0.543,-1.159,9.772,-0.001,0.000,0.000,38.1,-35.888,17.269,-58.950,5.0,-32.93417,-60.65250,30.5,0.0
20211011_191350,0.545,-1.143,9.717,0.001,-0.001,-0.000,38.1,-37.125,15.544,-57.056,5.0,-32.93417,-60.65250,29.9,0.0
20211011_191351,0.550,-1.083,9.542,0.001,-0.002,-0.001,38.1,-36.544,16.013,-55.050,5.0,-32.93417,-60.65250,29.9,0.0
20211011_191351,0.545,-1.100,9.621,0.002,0.000,-0.000,38.1,-36.338,18.375,-57.394,5.0,-32.93417,-60.65250,29.1,0.0
20211011_191352,0.552,-1.157,9.714,-0.000,0.001,0.001,38.1,-37.013,16.819,-56.138,5.0,-32.93417,-60.65250,29.1,0.0
20211011_191352,0.509,-1.181,9.767,-0.000,-0.000,-0.000,38.1,-37.594,12.244,-55.013,5.0,-32.93417,-60.65250,28.9,0.0
20211011_191353,0.540,-1.140,9.784,0.000,0.000,-0.000,38.1,-36.150,16.331,-59.100,5.0,-32.93417,-60.65250,28.9,0.0
20211011_191353,0.533,-1.097,9.714,0.000,0.000,-0.000,38.1,-35.813,14.906,-56.925,5.0,-32.93417,-60.65250,28.5,0.0
20211011_191354,0.567,-1.073,9.614,0.001,0.001,0.000,38.1,-38.438,16.519,-56.569,5.0,-32.93417,-60.65250,28.5,0.0
20211011_191354,0.564,-1.071,9.583,-0.000,-0.002,-0.001,38.1,-35.419,16.631,-57.094,5.0,-32.93417,-60.65250,28.0,0.0
20211011_191355,0.596,-1.078,9.592,0.003,-0.001,0.002,38.1,-36.300,16.800,-57.694,5.0,-32.93417,-60.65250,28.0,0.0
20211011_191355,0.529,-0.994,9.485,0.002,0.001,0.000,34.4,-36.375,15.056,-56.756,5.0,-32.93417,-60.65250,28.6,0.0
20211011_191356,0.433,0.177,9.889,0.001,-0.005,-0.002,34.4,-37.594,17.138,-56.738,5.0,-32.93417,-60.65250,28.6,0.0
20211011_191356,0.598,0.922,9.822,0.013,-0.018,-0.006,34.4,-36.638,18.394,-57.694,5.0,-32.93417,-60.65250,28.9,0.0
20211011_191357,0.588,-1.001,9.726,-0.044,0.008,0.002,34.4,-37.631,18.563,-57.825,5.0,-32.93417,-60.65250,28.9,0.0
20211011_191357,0.957,-0.189,9.533,-0.027,-0.009,-0.006,38.3,-37.219,18.244,-64.519,5.0,-32.93417,-60.65250,28.9,0.0
20211011_191358,0.260,-0.432,9.798,-0.022,-0.046,-0.005,38.3,-36.169,16.650,-65.625,5.0,-32.93417,-60.65250,28.9,0.0
20211011_191358,1.216,-1.608,9.944,0.016,0.069,0.013,38.3,-38.400,14.944,-62.306,5.0,-32.93417,-60.65250,28.9,0.0
20211011_191359,0.157,-1.298,8.361,-0.034,0.053,0.023,38.3,-36.094,14.269,-62.513,5.0,-32.93417,-60.65250,28.9,0.0
20211011_191359,0.394,-0.894,10.306,-0.034,0.013,0.022,38.3,-37.088,14.288,-58.294,5.0,-32.93417,-60.65249,28.4,0.0
20211011_191400,0.713,0.658,8.969,0.048,0.013,0.009,38.3,-40.219,13.875,-56.513,5.0,-32.93417,-60.65249,28.4,0.0
20211011_191400,-0.344,-0.290,10.852,-0.027,-0.032,-0.031,38.3,-39.825,14.963,-55.744,5.0,-32.93417,-60.65249,27.4,0.0
20211011_191401,0.044,0.134,10.601,0.097,0.011,-0.012,38.3,-39.806,14.175,-55.744,5.0,-32.93417,-60.65249,27.4,0.0
20211011_191401,-0.119,-0.714,10.970,-0.099,-0.011,-0.033,38.3,-39.244,14.794,-52.500,5.0,-32.93417,-60.65244,27.9,12.5
20211011_191402,1.067,-0.376,10.539,-0.075,0.016,-0.027,38.3,-39.994,15.600,-56.213,5.0,-32.93417,-60.65244,27.9,12.5
20211011_191402,0.289,0.249,9.037,0.010,0.042,-0.039,38.3,-38.513,14.306,-55.463,5.0,-32.93420,-60.65236,30.6,18.4
20211011_191403,0.207,-0.388,10.936,-0.025,0.001,-0.002,38.3,-40.481,12.300,-61.163,5.0,-32.93420,-60.65236,30.6,18.4
20211011_191403,0.682,-1.277,10.469,-0.001,-0.009,-0.005,34.8,-36.975,16.013,-55.350,5.0,-32.93422,-60.65229,30.3,21.4
20211011_191404,-0.236,-1.328,9.568,-0.065,0.005,0.004,34.8,-36.244,14.906,-62.663,5.0,-32.93422,-60.65229,30.3,21.4
20211011_191404,0.085,-0.700,10.354,0.003,0.011,0.017,34.8,-39.731,16.388,-59.025,5.0,-32.93424,-60.65223,32.0,23.3
